"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","28/341","452/18706",0.0619469026548673,3.3981781849324,7.03286404249357,1.91635107933847e-08,1.78068810236234e-05,1.78068810236234e-05,"MAFB/ATF5/KLF10/CREB3L2/CEBPD/CEBPB/RREB1/FOXO1/IRF1/KLF5/CREBRF/CREB3L1/ZBTB7B/MYC/CSRNP1/SIX4/NFIA/NFKB2/ETV5/NR4A1/DDIT3/KLF15/NFE2L2/NR3C1/NR4A3/NFAT5/ATF3/DBP",28
"GO:0001216","DNA-binding transcription activator activity","28/341","460/18706",0.0608695652173913,3.33907943389009,6.92150649025595,2.78667934641994e-08,1.78068810236234e-05,1.78068810236234e-05,"MAFB/ATF5/KLF10/CREB3L2/CEBPD/CEBPB/RREB1/FOXO1/IRF1/KLF5/CREBRF/CREB3L1/ZBTB7B/MYC/CSRNP1/SIX4/NFIA/NFKB2/ETV5/NR4A1/DDIT3/KLF15/NFE2L2/NR3C1/NR4A3/NFAT5/ATF3/DBP",28
"GO:0001217","DNA-binding transcription repressor activity","17/341","312/18706",0.0544871794871795,2.98896533573953,4.82755243415043,6.39179980482807e-05,0.0217629112382334,0.0217629112382334,"MXD1/BHLHE40/CEBPB/FOXO1/CREB3L1/ZBTB7B/MYC/BATF3/JDP2/TRPS1/ERF/BHLHE41/SKIL/NR3C1/NR1D1/ATF3/HEY1",17
"GO:0035497","cAMP response element binding","4/341","13/18706",0.307692307692308,16.8788630724115,7.80390827692255,6.8115528132186e-05,0.0217629112382334,0.0217629112382334,"CREB3L2/CREB3L1/JDP2/NR4A3",4
"GO:0015179","L-amino acid transmembrane transporter activity","7/341","61/18706",0.114754098360656,6.29498581798952,5.64428720432194,0.000117886361090111,0.0301317538946323,0.0301317538946323,"SLC1A5/SLC7A5/SLC7A1/SLC7A3/SLC3A2/SLC7A11/SLC1A4",7
"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","16/341","302/18706",0.0529801324503311,2.90629430385893,4.55090624760493,0.00014452716182914,0.0307842854696069,0.0307842854696069,"MXD1/BHLHE40/CEBPB/FOXO1/CREB3L1/MYC/BATF3/JDP2/TRPS1/ERF/BHLHE41/SKIL/NR3C1/NR1D1/ATF3/HEY1",16
