"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"PPIF","Mock","ZIKV",14.5118,6.17052,-1.23376,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOXL2","Mock","ZIKV",17.5678,7.4706,-1.23364,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ENOSF1","Mock","ZIKV",16.1599,6.87772,-1.23242,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CENPF","Mock","ZIKV",48.4378,20.62,-1.23209,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF488","Mock","ZIKV",1.5685,0.667788,-1.23193,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RCC1","Mock","ZIKV",16.4009,6.98403,-1.23164,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C1orf228","Mock","ZIKV",3.79599,1.61703,-1.23113,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ENTPD1","Mock","ZIKV",4.13881,1.76306,-1.23113,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AKT2","Mock","ZIKV",25.5282,10.8981,-1.22801,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DPY19L2P2","Mock","ZIKV",3.57975,1.52863,-1.22762,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FAHD2A","Mock","ZIKV",12.6297,5.39647,-1.22673,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PKMYT1","Mock","ZIKV",13.6394,5.83124,-1.2259,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC440288","Mock","ZIKV",3.79171,1.62393,-1.22336,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MAMDC4","Mock","ZIKV",6.94363,2.97406,-1.22326,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF587B","Mock","ZIKV",2.7654,1.18691,-1.22028,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TUBB1","Mock","ZIKV",1.22902,0.529232,-1.21554,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CTSF","Mock","ZIKV",15.5639,6.7037,-1.21517,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MMP23B","Mock","ZIKV",3.6239,1.56116,-1.21493,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MYL9","Mock","ZIKV",12.7265,5.48355,-1.21465,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SCRN2","Mock","ZIKV",12.225,5.26852,-1.21436,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ORC1","Mock","ZIKV",7.13011,3.07634,-1.21271,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CDK1","Mock","ZIKV",55.6045,23.9927,-1.2126,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GSTZ1","Mock","ZIKV",9.29256,4.01154,-1.21192,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CD58","Mock","ZIKV",3.76849,1.6273,-1.21151,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM218","Mock","ZIKV",7.37404,3.18424,-1.21151,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FANK1","Mock","ZIKV",5.43904,2.35307,-1.20881,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHAF1B","Mock","ZIKV",10.2515,4.44311,-1.20619,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHRNA5","Mock","ZIKV",7.71101,3.34208,-1.20618,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC155060","Mock","ZIKV",1.97545,0.856628,-1.20544,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PLD2","Mock","ZIKV",4.93516,2.14108,-1.20476,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SSPO","Mock","ZIKV",2.40571,1.04687,-1.20037,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AURKA","Mock","ZIKV",13.3004,5.79773,-1.19791,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FAM66C","Mock","ZIKV",1.73186,0.755727,-1.19639,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRIL","Mock","ZIKV",6.14785,2.68658,-1.19431,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EPHX2","Mock","ZIKV",5.89743,2.57895,-1.19331,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CSRP2","Mock","ZIKV",107.622,47.0757,-1.19292,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DNPH1","Mock","ZIKV",27.7906,12.1561,-1.19292,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRDMT1","Mock","ZIKV",4.24427,1.85747,-1.19218,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TAGLN","Mock","ZIKV",59.0826,25.8724,-1.19132,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZWINT","Mock","ZIKV",35.043,15.3455,-1.19131,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHRAC1","Mock","ZIKV",8.76683,3.84772,-1.18805,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TCHP","Mock","ZIKV",9.76041,4.28541,-1.18751,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RBBP7","Mock","ZIKV",61.6993,27.0898,-1.1875,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CDH20","Mock","ZIKV",37.1137,16.3031,-1.1868,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ANXA11","Mock","ZIKV",2.2468,0.990636,-1.18145,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMPRSS5","Mock","ZIKV",2.08404,0.919604,-1.1803,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GPD2","Mock","ZIKV",1.43223,0.632141,-1.17995,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SNHG10","Mock","ZIKV",6.26131,2.7636,-1.17991,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PRR11","Mock","ZIKV",13.1837,5.81984,-1.1797,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"WNT7B","Mock","ZIKV",103.534,45.7136,-1.17941,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NUDT13","Mock","ZIKV",1.89449,0.836549,-1.17929,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SFXN5","Mock","ZIKV",5.56782,2.45917,-1.17894,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GJA1","Mock","ZIKV",42.4466,18.7478,-1.17893,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C1GALT1C1","Mock","ZIKV",9.72633,4.29678,-1.17864,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KEL","Mock","ZIKV",2.55719,1.13019,-1.178,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF18B","Mock","ZIKV",12.1193,5.36124,-1.17666,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ERVK13-1","Mock","ZIKV",4.3039,1.90489,-1.17594,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C2CD4C","Mock","ZIKV",12.8128,5.67142,-1.17581,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DHRS11","Mock","ZIKV",8.06451,3.57479,-1.17373,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ASPM","Mock","ZIKV",15.8065,7.01433,-1.17214,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HELLS","Mock","ZIKV",11.9011,5.29201,-1.16921,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MYBL2","Mock","ZIKV",29.9232,13.3083,-1.16894,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CCDC18","Mock","ZIKV",5.09029,2.26418,-1.16876,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CA14","Mock","ZIKV",5.69219,2.53268,-1.16832,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FGFBP3","Mock","ZIKV",204.952,91.3048,-1.16652,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PDDC1","Mock","ZIKV",23.6873,10.5554,-1.16613,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DBF4B","Mock","ZIKV",9.09986,4.0573,-1.16533,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PFN2","Mock","ZIKV",223.66,99.7904,-1.16433,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"E2F8","Mock","ZIKV",2.30044,1.02727,-1.16309,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EMP2","Mock","ZIKV",7.83037,3.49683,-1.16303,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"H2AFX","Mock","ZIKV",121.683,54.3662,-1.16234,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TK2","Mock","ZIKV",4.27868,1.9124,-1.16178,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"B3GAT3","Mock","ZIKV",24.6687,11.0361,-1.16045,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FOXM1","Mock","ZIKV",24.8844,11.1391,-1.15962,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TSEN2","Mock","ZIKV",8.28943,3.72226,-1.1551,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TKTL1","Mock","ZIKV",7.83277,3.52295,-1.15274,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CYP27C1","Mock","ZIKV",2.22814,1.00289,-1.15167,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LUC7L3","Mock","ZIKV",148.784,67.1344,-1.1481,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HMGN2","Mock","ZIKV",371.216,167.523,-1.1479,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LYPD6","Mock","ZIKV",3.27689,1.47913,-1.14758,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FHAD1","Mock","ZIKV",1.99733,0.901914,-1.14701,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MEGF6","Mock","ZIKV",12.5302,5.65887,-1.14683,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GCDH","Mock","ZIKV",6.93761,3.13351,-1.14666,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"BTBD19","Mock","ZIKV",3.1296,1.41396,-1.14624,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM168","Mock","ZIKV",11.3048,5.10939,-1.14571,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRAF5","Mock","ZIKV",2.6353,1.19145,-1.14525,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"POLE2","Mock","ZIKV",6.93771,3.13671,-1.14521,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DANCR","Mock","ZIKV",48.098,21.7476,-1.14512,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ANLN","Mock","ZIKV",13.6141,6.16524,-1.14288,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NUDT1","Mock","ZIKV",26.4488,11.9818,-1.14236,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHAF1A","Mock","ZIKV",17.1645,7.77785,-1.14199,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PXMP2","Mock","ZIKV",18.4842,8.40631,-1.13675,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"H19","Mock","ZIKV",9.14327,4.15957,-1.13628,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"WDHD1","Mock","ZIKV",8.18176,3.72347,-1.13576,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LPL","Mock","ZIKV",5.37121,2.44634,-1.13462,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF605","Mock","ZIKV",8.38898,3.82453,-1.13321,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MKI67","Mock","ZIKV",38.6335,17.6364,-1.1313,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LEPROT","Mock","ZIKV",16.1611,7.37767,-1.13129,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF474","Mock","ZIKV",2.90032,1.32539,-1.1298,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FZD2","Mock","ZIKV",30.0716,13.7614,-1.12777,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FAM210B","Mock","ZIKV",20.9906,9.61049,-1.12706,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC284581","Mock","ZIKV",6.36444,2.91606,-1.12601,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM107","Mock","ZIKV",12.5021,5.72881,-1.12586,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EXOSC3","Mock","ZIKV",10.455,4.79434,-1.12479,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PCNA","Mock","ZIKV",117.325,53.8122,-1.1245,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZRANB2","Mock","ZIKV",64.2961,29.4905,-1.12448,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NES","Mock","ZIKV",172.014,79.0011,-1.12258,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM91","Mock","ZIKV",13.2869,6.10526,-1.12188,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ADCY3","Mock","ZIKV",12.8572,5.90912,-1.12157,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"BRIP1","Mock","ZIKV",4.5931,2.11157,-1.12115,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HMBS","Mock","ZIKV",13.1817,6.06162,-1.12076,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CDC42EP2","Mock","ZIKV",4.21953,1.94044,-1.1207,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC100507053","Mock","ZIKV",2.65462,1.22114,-1.12028,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZDHHC8P1","Mock","ZIKV",2.83317,1.30366,-1.11985,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PLK4","Mock","ZIKV",11.6827,5.37718,-1.11944,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HIBCH","Mock","ZIKV",12.0907,5.5722,-1.11758,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MXD3","Mock","ZIKV",24.7019,11.3958,-1.11613,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC400927","Mock","ZIKV",14.713,6.79743,-1.11403,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM17","Mock","ZIKV",3.29201,1.52164,-1.11335,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NOL12","Mock","ZIKV",4.7445,2.19448,-1.11238,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CDPF1","Mock","ZIKV",5.52977,2.55926,-1.11149,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM254","Mock","ZIKV",33.1019,15.3221,-1.11131,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NDRG2","Mock","ZIKV",24.3792,11.286,-1.11112,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF781","Mock","ZIKV",2.38577,1.10465,-1.11087,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FOS","Mock","ZIKV",770.023,356.613,-1.11054,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CDC20","Mock","ZIKV",75.6677,35.0897,-1.10863,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HMGN3","Mock","ZIKV",130.101,60.3344,-1.10858,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TUBB4B","Mock","ZIKV",193.337,89.6756,-1.10833,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CCNB2","Mock","ZIKV",59.0539,27.4097,-1.10735,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NCAPD2","Mock","ZIKV",42.2072,19.6012,-1.10654,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PTN","Mock","ZIKV",340.021,158.106,-1.10474,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RNASEH2A","Mock","ZIKV",37.1538,17.2795,-1.10445,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"POP5","Mock","ZIKV",21.0213,9.78556,-1.10313,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TROAP","Mock","ZIKV",24.4202,11.3767,-1.10199,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DLL4","Mock","ZIKV",2.84379,1.32621,-1.10051,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SRD5A3","Mock","ZIKV",1.81059,0.844729,-1.0999,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ADAMTS8","Mock","ZIKV",1.03491,0.482846,-1.09988,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TEX9","Mock","ZIKV",14.4897,6.76079,-1.09977,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TPM1","Mock","ZIKV",77.4198,36.1421,-1.09902,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC729683","Mock","ZIKV",5.17886,2.41782,-1.09893,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EFEMP1","Mock","ZIKV",3.84499,1.79602,-1.09818,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"COBL","Mock","ZIKV",3.25255,1.51962,-1.09787,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C5","Mock","ZIKV",2.86913,1.34123,-1.09706,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CTGF","Mock","ZIKV",318.659,149.033,-1.09638,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PRSS23","Mock","ZIKV",75.5884,35.3892,-1.09485,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CASC5","Mock","ZIKV",6.74773,3.16122,-1.09392,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TTC14","Mock","ZIKV",24.7165,11.5823,-1.09355,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LY6E","Mock","ZIKV",13.4329,6.29657,-1.09313,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KAT2A","Mock","ZIKV",21.9143,10.2807,-1.09193,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC100506123","Mock","ZIKV",7.55615,3.5486,-1.0904,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"IFT81","Mock","ZIKV",40.4733,19.0284,-1.08882,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"JRK","Mock","ZIKV",9.07228,4.26673,-1.08833,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PBK","Mock","ZIKV",26.6053,12.5322,-1.08607,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FOXN4","Mock","ZIKV",5.31267,2.50288,-1.08584,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DCAF16","Mock","ZIKV",18.0094,8.49112,-1.08472,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EXTL2","Mock","ZIKV",48.3411,22.7952,-1.08452,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MLF1IP","Mock","ZIKV",24.1568,11.3958,-1.08392,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EGR2","Mock","ZIKV",18.535,8.75263,-1.08246,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PACSIN3","Mock","ZIKV",4.66114,2.20213,-1.08178,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PAICS","Mock","ZIKV",104.068,49.2487,-1.07937,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C4orf3","Mock","ZIKV",24.1919,11.4503,-1.07914,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CENPH","Mock","ZIKV",40.8143,19.3194,-1.07902,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ASIC1","Mock","ZIKV",11.6373,5.50977,-1.0787,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SSTR2","Mock","ZIKV",8.69994,4.12193,-1.07768,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"UBE2C","Mock","ZIKV",95.1669,45.0956,-1.07747,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MOGS","Mock","ZIKV",22.1114,10.4829,-1.07675,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CLN6","Mock","ZIKV",13.6259,6.46456,-1.07573,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RGS5","Mock","ZIKV",6.47985,3.07568,-1.07505,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GEN1","Mock","ZIKV",7.68777,3.65264,-1.07363,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NME4","Mock","ZIKV",140.655,66.8436,-1.0733,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DEPDC1","Mock","ZIKV",6.39212,3.03985,-1.0723,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CREG1","Mock","ZIKV",9.11771,4.33658,-1.07212,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MTAP","Mock","ZIKV",6.62622,3.15177,-1.07202,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CD82","Mock","ZIKV",17.4792,8.31978,-1.07102,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TSPAN19","Mock","ZIKV",5.98767,2.85022,-1.07092,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AMT","Mock","ZIKV",5.81453,2.76786,-1.07089,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SKA3","Mock","ZIKV",7.0218,3.34461,-1.07,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"IGFBP5","Mock","ZIKV",3.74332,1.78578,-1.06777,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FAM64A","Mock","ZIKV",37.1955,17.7492,-1.06738,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"UBXN8","Mock","ZIKV",4.02126,1.9194,-1.06699,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PBXIP1","Mock","ZIKV",23.5463,11.2422,-1.06658,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF4A","Mock","ZIKV",17.6742,8.4415,-1.06608,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CCDC80","Mock","ZIKV",1.72518,0.825017,-1.06425,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SMOC1","Mock","ZIKV",7.46321,3.56917,-1.06421,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC100131564","Mock","ZIKV",7.8222,3.74179,-1.06384,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MIR210HG","Mock","ZIKV",2.14886,1.02847,-1.06308,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PPCDC","Mock","ZIKV",1.76713,0.846039,-1.06261,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C17orf53","Mock","ZIKV",3.7802,1.81008,-1.06241,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ADCY6","Mock","ZIKV",23.702,11.358,-1.06129,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TUBA1B","Mock","ZIKV",671.683,321.95,-1.06094,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ARSA","Mock","ZIKV",5.06977,2.43073,-1.06053,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KLHDC9","Mock","ZIKV",7.87249,3.77685,-1.05964,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMED1","Mock","ZIKV",16.8843,8.10321,-1.05912,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC338799","Mock","ZIKV",15.2015,7.30265,-1.05772,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MURC","Mock","ZIKV",9.21208,4.42553,-1.05768,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CKLF","Mock","ZIKV",11.4436,5.49796,-1.05757,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MZF1","Mock","ZIKV",20.3329,9.76993,-1.0574,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CKS1B","Mock","ZIKV",100.207,48.1523,-1.0573,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CSGALNACT1","Mock","ZIKV",5.65008,2.71591,-1.05684,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LRRC8A","Mock","ZIKV",23.0242,11.0755,-1.05578,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PDLIM1","Mock","ZIKV",4.93366,2.37387,-1.05542,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HEPH","Mock","ZIKV",11.0181,5.302,-1.05526,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NSMCE4A","Mock","ZIKV",30.0772,14.4764,-1.05497,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC100505876","Mock","ZIKV",13.597,6.55195,-1.05329,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FANCI","Mock","ZIKV",23.4415,11.305,-1.05211,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SRSF5","Mock","ZIKV",240.564,116.025,-1.05198,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHRDL1","Mock","ZIKV",3.21054,1.54941,-1.05109,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"E2F3","Mock","ZIKV",9.06759,4.37673,-1.05086,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PGBD2","Mock","ZIKV",3.4837,1.68215,-1.05032,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CCDC14","Mock","ZIKV",58.793,28.3966,-1.04992,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TICRR","Mock","ZIKV",5.33835,2.57887,-1.04966,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AMDHD2","Mock","ZIKV",5.51021,2.66336,-1.04886,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ARV1","Mock","ZIKV",11.0852,5.35823,-1.04881,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF23","Mock","ZIKV",16.9531,8.19495,-1.04874,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RRM1","Mock","ZIKV",46.8632,22.6551,-1.04862,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C18orf54","Mock","ZIKV",6.9304,3.35625,-1.04609,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RBL1","Mock","ZIKV",4.03641,1.95725,-1.04424,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CASP6","Mock","ZIKV",6.91115,3.3544,-1.04287,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RBM12","Mock","ZIKV",31.5387,15.308,-1.04283,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
