feature,scores,log2FoldChange,pvalue,padj,symbol
ENSG00000255753,0.09598821,17.611132,0.9235299401057632,1.0,ENSG00000255753
ENSG00000232259,0.09598821,18.918093,0.9235299401057632,1.0,PTPRE-AS1
ENSG00000101445,0.09598821,17.390022,0.9235299401057632,1.0,PPP1R16B
ENSG00000232229,0.09598821,18.82421,0.9235299401057632,1.0,LINC00865
ENSG00000241295,0.09598821,18.460835,0.9235299401057632,1.0,ZBTB20-AS2
ENSG00000204052,0.09598821,19.911123,0.9235299401057632,1.0,LRRC73
ENSG00000219547,0.09598821,18.503923,0.9235299401057632,1.0,RPL17P25
ENSG00000219404,0.09598821,19.08936,0.9235299401057632,1.0,NGRNP4
ENSG00000110446,0.09598821,19.506084,0.9235299401057632,1.0,SLC15A3
ENSG00000202441,0.09598821,19.165356,0.9235299401057632,1.0,RNY4P10
ENSG00000169884,0.09598821,19.5079,0.9235299401057632,1.0,WNT10B
ENSG00000203531,0.09598821,18.950148,0.9235299401057632,1.0,ENSG00000203531
ENSG00000063515,0.09598821,19.396751,0.9235299401057632,1.0,GSC2
ENSG00000203520,0.09598821,18.249386,0.9235299401057632,1.0,ENSG00000203520
ENSG00000255974,0.09598821,18.68125,0.9235299401057632,1.0,CYP2A6
ENSG00000248459,0.09598821,18.803614,0.9235299401057632,1.0,RPS17P9
ENSG00000253056,0.09598821,16.89305,0.9235299401057632,1.0,RNU7-128P
ENSG00000253043,0.09598821,17.545698,0.9235299401057632,1.0,RNU7-181P
ENSG00000164393,0.09598821,16.960524,0.9235299401057632,1.0,ADGRF2P
ENSG00000218631,0.09598821,20.161692,0.9235299401057632,1.0,LOC100420839
ENSG00000272443,0.09598821,18.730097,0.9235299401057632,1.0,OR13Z2P
ENSG00000272416,0.09598821,19.326166,0.9235299401057632,1.0,ENSG00000272416
ENSG00000240975,0.09598821,16.942892,0.9235299401057632,1.0,RPL18P8
ENSG00000241183,0.09598821,17.02533,0.9235299401057632,1.0,RPS10P24
ENSG00000219758,0.09598821,17.00456,0.9235299401057632,1.0,ENSG00000219758
ENSG00000280924,0.09598821,20.692589,0.9235299401057632,1.0,LINC00628
ENSG00000227805,0.09598821,17.96814,0.9235299401057632,1.0,RPL21P90
ENSG00000248516,0.09598821,17.546082,0.9235299401057632,1.0,ENSG00000248516
ENSG00000227877,0.09598821,20.7132,0.9235299401057632,1.0,MRLN
ENSG00000184611,0.09598821,20.26421,0.9235299401057632,1.0,KCNH7
ENSG00000269560,0.09598821,18.49198,0.9235299401057632,1.0,ENSG00000269560
ENSG00000232451,0.09598821,18.626839,0.9235299401057632,1.0,LOC107985792
ENSG00000232467,0.09598821,18.279053,0.9235299401057632,1.0,TMA16P2
ENSG00000269489,0.09598821,17.088623,0.9235299401057632,1.0,ENSG00000269489
ENSG00000169962,0.09598821,16.825165,0.9235299401057632,1.0,TAS1R3
ENSG00000203963,0.09598821,19.220797,0.9235299401057632,1.0,C1orf141
ENSG00000227911,0.09598821,19.042906,0.9235299401057632,1.0,LINC02344
ENSG00000252881,0.09598821,17.671103,0.9235299401057632,1.0,RNU6-334P
ENSG00000232792,0.09598821,19.225515,0.9235299401057632,1.0,FTH1P25
ENSG00000261348,0.09598821,20.121407,0.9235299401057632,1.0,LINC02136
ENSG00000248592,0.09598821,18.711374,0.9235299401057632,1.0,STIMATE-MUSTN1
ENSG00000248564,0.09598821,18.123272,0.9235299401057632,1.0,ENSG00000248564
ENSG00000248576,0.09598821,18.337576,0.9235299401057632,1.0,LOC102724030
ENSG00000181101,0.09598821,17.07479,0.9235299401057632,1.0,ENTR1P2
ENSG00000263680,0.09598821,18.807974,0.9235299401057632,1.0,ENSG00000263680
ENSG00000240766,0.09598821,19.446566,0.9235299401057632,1.0,PLCXD2-AS1
ENSG00000232542,0.09598821,17.642439,0.9235299401057632,1.0,DPYD-IT1
ENSG00000269421,0.09598821,19.077171,0.9235299401057632,1.0,ENSG00000269421
ENSG00000240720,0.09598821,17.16652,0.9235299401057632,1.0,LRRD1
ENSG00000232600,0.09598821,17.58747,0.9235299401057632,1.0,TONSL-AS1
ENSG00000120093,0.09598821,19.096571,0.9235299401057632,1.0,HOXB3
ENSG00000256101,0.09598821,17.670383,0.9235299401057632,1.0,ENSG00000256101
ENSG00000269583,0.09598821,17.422329,0.9235299401057632,1.0,ENSG00000269583
ENSG00000269545,0.09598821,17.011463,0.9235299401057632,1.0,ENSG00000269545
ENSG00000201076,0.09598821,17.683992,0.9235299401057632,1.0,RNU4-51P
ENSG00000278239,0.09598821,16.925802,0.9235299401057632,1.0,ENSG00000278239
ENSG00000268896,0.09598821,19.3409,0.9235299401057632,1.0,ENSG00000268896
ENSG00000268931,0.09598821,18.256025,0.9235299401057632,1.0,ENSG00000268931
ENSG00000232991,0.09598821,18.779219,0.9235299401057632,1.0,GACAT1
ENSG00000268987,0.09598821,17.999352,0.9235299401057632,1.0,ENSG00000268987
ENSG00000200816,0.09598821,16.901972,0.9235299401057632,1.0,SNORA38
ENSG00000220739,0.09598821,18.06694,0.9235299401057632,1.0,ENSG00000220739
ENSG00000275212,0.09598821,19.649704,0.9235299401057632,1.0,LINC02826
ENSG00000252335,0.09598821,18.79631,0.9235299401057632,1.0,RNU6-62P
ENSG00000232672,0.09598821,18.440592,0.9235299401057632,1.0,ACTG1P21
ENSG00000232712,0.09598821,18.14352,0.9235299401057632,1.0,KIZ-AS1
ENSG00000005381,0.09598821,18.560408,0.9235299401057632,1.0,MPO
ENSG00000201813,0.09598821,16.83265,0.9235299401057632,1.0,RNU6-915P
ENSG00000201816,0.09598821,18.293137,0.9235299401057632,1.0,LOC124904363
ENSG00000232815,0.09598821,17.220486,0.9235299401057632,1.0,DUX4L50
ENSG00000108231,0.09598821,20.327738,0.9235299401057632,1.0,LGI1
ENSG00000233158,0.09598821,17.668726,0.9235299401057632,1.0,RPS24P6
ENSG00000233081,0.09598821,17.937256,0.9235299401057632,1.0,ENSG00000233081
ENSG00000256642,0.09598821,17.162415,0.9235299401057632,1.0,LINC00273
ENSG00000256651,0.09598821,19.035543,0.9235299401057632,1.0,LOC100420580
ENSG00000232857,0.09598821,19.676447,0.9235299401057632,1.0,KATNBL1P2
ENSG00000232977,0.09598821,17.81064,0.9235299401057632,1.0,LINC00327
ENSG00000201554,0.09598821,18.650051,0.9235299401057632,1.0,Y_RNA
ENSG00000131379,0.09598821,16.98074,0.9235299401057632,1.0,FAM194C
ENSG00000131386,0.09598821,19.294802,0.9235299401057632,1.0,GALNT15
ENSG00000253270,0.09598821,19.34256,0.9235299401057632,1.0,CSGALNACT1-AS1
ENSG00000248710,0.09598821,18.126764,0.9235299401057632,1.0,TRIM59-IFT80
ENSG00000252178,0.09598821,17.517906,0.9235299401057632,1.0,RNU7-69P
ENSG00000232897,0.09598821,18.154524,0.9235299401057632,1.0,ENSG00000232897
ENSG00000256499,0.09598821,16.946445,0.9235299401057632,1.0,LINC02468
ENSG00000201151,0.09598821,18.35166,0.9235299401057632,1.0,LOC124900460
ENSG00000200310,0.09598821,18.23609,0.9235299401057632,1.0,RNA5SP215
ENSG00000200247,0.09598821,16.692303,0.9235299401057632,1.0,RNU6-254P
ENSG00000278435,0.09598821,17.100958,0.9235299401057632,1.0,ENSG00000278435
ENSG00000240411,0.09598821,20.164158,0.9235299401057632,1.0,RPL5P16
ENSG00000240412,0.09598821,17.672056,0.9235299401057632,1.0,RPL5P15
ENSG00000136999,0.09598821,20.767912,0.9235299401057632,1.0,CCN3
ENSG00000240305,0.09598821,17.840946,0.9235299401057632,1.0,RPL6P26
ENSG00000240589,0.09598821,17.628773,0.9235299401057632,1.0,RN7SL258P
ENSG00000102001,0.09598821,17.994684,0.9235299401057632,1.0,CACNA1F
ENSG00000089558,0.09598821,19.767557,0.9235299401057632,1.0,KCNH4
ENSG00000221406,0.09598821,17.819475,0.9235299401057632,1.0,MIR320B2
ENSG00000275106,0.09598821,18.810316,0.9235299401057632,1.0,ENSG00000275106
ENSG00000275132,0.09598821,19.212248,0.9235299401057632,1.0,RN7SL663P
ENSG00000236896,0.09598821,19.090277,0.9235299401057632,1.0,ENSG00000236896
ENSG00000252147,0.09598821,18.125147,0.9235299401057632,1.0,RNY3P16
ENSG00000248839,0.09598821,19.924107,0.9235299401057632,1.0,CLDND1-AS1
ENSG00000200220,0.09598821,18.755987,0.9235299401057632,1.0,RNU6-179P
ENSG00000200142,0.09598821,17.297068,0.9235299401057632,1.0,Y_RNA
ENSG00000200114,0.09598821,19.515274,0.9235299401057632,1.0,RNA5SP123
ENSG00000233189,0.09598821,19.202612,0.9235299401057632,1.0,RPL12P29
ENSG00000187323,0.09598821,20.23999,0.9235299401057632,1.0,DCC
ENSG00000227449,0.09598821,18.860363,0.9235299401057632,1.0,FGF7P6
ENSG00000248986,0.09598821,16.543056,0.9235299401057632,1.0,ENSG00000248986
ENSG00000240311,0.09598821,16.960634,0.9235299401057632,1.0,RPL18P12
ENSG00000265477,0.09598821,19.939682,0.9235299401057632,1.0,ENSG00000265477
ENSG00000236676,0.09598821,18.98879,0.9235299401057632,1.0,ENSG00000236676
ENSG00000140798,0.09598821,17.671577,0.9235299401057632,1.0,ABCC12
ENSG00000157554,0.09598821,17.910645,0.9235299401057632,1.0,ERG
ENSG00000131152,0.09598821,17.785295,0.9235299401057632,1.0,ENSG00000131152
ENSG00000110328,0.09598821,19.326237,0.9235299401057632,1.0,GALNT18
ENSG00000131095,0.09598821,19.023182,0.9235299401057632,1.0,GFAP
ENSG00000199962,0.09598821,17.300266,0.9235299401057632,1.0,Y_RNA
ENSG00000199591,0.09598821,19.408869,0.9235299401057632,1.0,Y_RNA
ENSG00000259744,0.09598821,18.159452,0.9235299401057632,1.0,ENSG00000259744
ENSG00000187730,0.09598821,18.214182,0.9235299401057632,1.0,GABRD
ENSG00000282572,0.09598821,16.975065,0.9235299401057632,1.0,FAM157D
ENSG00000187791,0.09598821,18.21114,0.9235299401057632,1.0,SPATA31F3
ENSG00000239908,0.09598821,17.884195,0.9235299401057632,1.0,RN7SL75P
ENSG00000233623,0.09598821,18.677645,0.9235299401057632,1.0,PGAM1P11
ENSG00000272707,0.09598821,17.7094,0.9235299401057632,1.0,ENSG00000272707
ENSG00000227463,0.09598821,18.427347,0.9235299401057632,1.0,LOC101927575
ENSG00000248896,0.09598821,19.37953,0.9235299401057632,1.0,SOX7-AS1
ENSG00000221994,0.09598821,18.098347,0.9235299401057632,1.0,ZNF630
ENSG00000227375,0.09598821,19.06698,0.9235299401057632,1.0,DLG1-AS1
ENSG00000233360,0.09598821,17.144634,0.9235299401057632,1.0,PDXP-DT
ENSG00000233425,0.09598821,16.797735,0.9235299401057632,1.0,KRT18P67
ENSG00000256892,0.09598821,17.116707,0.9235299401057632,1.0,ENSG00000256892
ENSG00000250420,0.09598821,18.62261,0.9235299401057632,1.0,AACSP1
ENSG00000227201,0.09598821,19.732315,0.9235299401057632,1.0,CNN2P1
ENSG00000225233,0.09598821,18.252169,0.9235299401057632,1.0,ENSG00000225233
ENSG00000259631,0.09598821,19.172485,0.9235299401057632,1.0,ENSG00000259631
ENSG00000273951,0.09598821,18.212603,0.9235299401057632,1.0,ENSG00000273951
ENSG00000257169,0.09598821,18.787775,0.9235299401057632,1.0,ENSG00000257169
ENSG00000054938,0.09598821,19.444149,0.9235299401057632,1.0,CHRDL2
ENSG00000198851,0.09598821,18.457434,0.9235299401057632,1.0,CD3E
ENSG00000236548,0.09598821,18.997452,0.9235299401057632,1.0,RNF217-AS1
ENSG00000251980,0.09598821,17.422106,0.9235299401057632,1.0,RNU6-436P
ENSG00000251957,0.09598821,19.53784,0.9235299401057632,1.0,RNU6-1095P
ENSG00000280070,0.09598821,19.358244,0.9235299401057632,1.0,ENSG00000280070
ENSG00000163815,0.09598821,19.654688,0.9235299401057632,1.0,CLEC3B
ENSG00000227321,0.09598821,19.444818,0.9235299401057632,1.0,MTND4P15
ENSG00000268442,0.09598821,20.262022,0.9235299401057632,1.0,HAVCR1P1
ENSG00000259002,0.09598821,16.963924,0.9235299401057632,1.0,ENSG00000259002
ENSG00000170788,0.09598821,19.494959,0.9235299401057632,1.0,DYDC1
ENSG00000250234,0.09598821,16.787056,0.9235299401057632,1.0,ENSG00000250234
ENSG00000198574,0.09598821,19.498089,0.9235299401057632,1.0,SH2D1B
ENSG00000161958,0.09598821,19.058779,0.9235299401057632,1.0,FGF11
ENSG00000257184,0.09598821,18.064869,0.9235299401057632,1.0,HOXA10-HOXA9
ENSG00000177447,0.09598821,18.042212,0.9235299401057632,1.0,CBX3P1
ENSG00000233847,0.09598821,17.321545,0.9235299401057632,1.0,ERCC8-AS1
ENSG00000198753,0.09598821,19.69044,0.9235299401057632,1.0,PLXNB3
ENSG00000102452,0.09598821,17.1095,0.9235299401057632,1.0,NALCN
ENSG00000239870,0.09598821,17.129267,0.9235299401057632,1.0,RPL21P55
ENSG00000278509,0.09598821,16.76113,0.9235299401057632,1.0,ENSG00000278509
ENSG00000239998,0.09598821,19.941532,0.9235299401057632,1.0,LILRA2
ENSG00000261433,0.09598821,18.957624,0.9235299401057632,1.0,ENSG00000261433
ENSG00000251804,0.09598821,18.315285,0.9235299401057632,1.0,RNU6-1294P
ENSG00000251775,0.09598821,18.599659,0.9235299401057632,1.0,ENSG00000251775
ENSG00000225195,0.09598821,17.331598,0.9235299401057632,1.0,ENSG00000225195
ENSG00000227240,0.09598821,18.29407,0.9235299401057632,1.0,ENSG00000227240
ENSG00000280392,0.09598821,18.731373,0.9235299401057632,1.0,ENSG00000280392
ENSG00000185905,0.09598821,19.41062,0.9235299401057632,1.0,C16orf54
ENSG00000259571,0.09598821,19.220552,0.9235299401057632,1.0,BLID
ENSG00000257287,0.09598821,19.876625,0.9235299401057632,1.0,H3P35
ENSG00000140511,0.09598821,20.174871,0.9235299401057632,1.0,HAPLN3
ENSG00000257264,0.09598821,19.11657,0.9235299401057632,1.0,ENSG00000257264
ENSG00000174429,0.09598821,19.350843,0.9235299401057632,1.0,ABRA
ENSG00000257139,0.09598821,18.2069,0.9235299401057632,1.0,LINC02821
ENSG00000239614,0.09598821,17.275696,0.9235299401057632,1.0,HMGN1P7
ENSG00000105929,0.09598821,18.849617,0.9235299401057632,1.0,ATP6V0A4
ENSG00000268322,0.09598821,18.802067,0.9235299401057632,1.0,BNIP3P25
ENSG00000233729,0.09598821,18.377434,0.9235299401057632,1.0,NCKAP5-AS1
ENSG00000249085,0.09598821,18.899763,0.9235299401057632,1.0,TNPO1-DT
ENSG00000258572,0.09598821,18.812855,0.9235299401057632,1.0,SYNE3-AS1
ENSG00000261469,0.09598821,18.0088,0.9235299401057632,1.0,ENSG00000261469
ENSG00000110077,0.09598821,17.22526,0.9235299401057632,1.0,MS4A6A
ENSG00000239247,0.09598821,19.687912,0.9235299401057632,1.0,RN7SL589P
ENSG00000265665,0.09598821,17.29818,0.9235299401057632,1.0,ENSG00000265665
ENSG00000145555,0.09598821,20.58407,0.9235299401057632,1.0,MYO10
ENSG00000103154,0.09598821,18.809631,0.9235299401057632,1.0,NECAB2
ENSG00000244159,0.09598821,18.650297,0.9235299401057632,1.0,RPS27AP13
ENSG00000264390,0.09598821,17.438194,0.9235299401057632,1.0,MIR4465
ENSG00000171643,0.09598821,18.138485,0.9235299401057632,1.0,S100Z
ENSG00000268056,0.09598821,17.18137,0.9235299401057632,1.0,ENSG00000268056
ENSG00000267874,0.09598821,18.215235,0.9235299401057632,1.0,ENSG00000267874
ENSG00000267927,0.09598821,19.874407,0.9235299401057632,1.0,ENSG00000267927
ENSG00000259610,0.09598821,18.241152,0.9235299401057632,1.0,ENSG00000259610
ENSG00000272968,0.09598821,18.339533,0.9235299401057632,1.0,RBAK-RBAKDN
ENSG00000274885,0.09598821,17.208715,0.9235299401057632,1.0,ENSG00000274885
ENSG00000251532,0.09598821,18.089653,0.9235299401057632,1.0,ENSG00000251532
ENSG00000223086,0.09598821,18.066084,0.9235299401057632,1.0,RNA5SP155
ENSG00000153002,0.09598821,17.279501,0.9235299401057632,1.0,CPB1
ENSG00000239205,0.09598821,19.047462,0.9235299401057632,1.0,LINC02023
ENSG00000267735,0.09598821,17.221071,0.9235299401057632,1.0,ENSG00000267735
ENSG00000267736,0.09598821,16.851522,0.9235299401057632,1.0,HMGB2P1
ENSG00000239118,0.09598821,17.596334,0.9235299401057632,1.0,MIR1972-2
ENSG00000267712,0.09598821,19.916111,0.9235299401057632,1.0,LINC01539
ENSG00000180638,0.09598821,18.400105,0.9235299401057632,1.0,SLC47A2
ENSG00000180697,0.09598821,17.686216,0.9235299401057632,1.0,C3orf22
ENSG00000227028,0.09598821,19.194529,0.9235299401057632,1.0,SLC8A1-AS1
ENSG00000273026,0.09598821,17.730177,0.9235299401057632,1.0,ENSG00000273026
ENSG00000227115,0.09598821,18.865076,0.9235299401057632,1.0,LINC01630
ENSG00000183562,0.09598821,17.134775,0.9235299401057632,1.0,ENSG00000183562
ENSG00000223336,0.09598821,19.327065,0.9235299401057632,1.0,RNU2-6P
ENSG00000265724,0.09598821,18.56827,0.9235299401057632,1.0,MIR4284
ENSG00000103023,0.09598821,18.391417,0.9235299401057632,1.0,PRSS54
ENSG00000281433,0.09598821,18.923906,0.9235299401057632,1.0,ENSG00000281433
ENSG00000239227,0.09598821,18.078922,0.9235299401057632,1.0,ENSG00000239227
ENSG00000238741,0.09598821,19.026426,0.9235299401057632,1.0,SCARNA7
ENSG00000176358,0.09598821,17.774725,0.9235299401057632,1.0,TAC4
ENSG00000278959,0.09598821,19.169645,0.9235299401057632,1.0,ENSG00000278959
ENSG00000278962,0.09598821,17.699602,0.9235299401057632,1.0,ENSG00000278962
ENSG00000198003,0.09598821,18.39728,0.9235299401057632,1.0,ODAD3
ENSG00000259512,0.09598821,18.115856,0.9235299401057632,1.0,HNRNPA1P5
ENSG00000254088,0.09598821,20.358715,0.9235299401057632,1.0,SLC2A3P4
ENSG00000049768,0.09598821,18.795628,0.9235299401057632,1.0,FOXP3
ENSG00000259553,0.09598821,17.035755,0.9235299401057632,1.0,ENSG00000259553
ENSG00000261587,0.09598821,18.684727,0.9235299401057632,1.0,CATSPERQ
ENSG00000254065,0.09598821,17.603325,0.9235299401057632,1.0,ENSG00000254065
ENSG00000124116,0.09598821,17.775785,0.9235299401057632,1.0,WFDC3
ENSG00000229593,0.09598821,17.10859,0.9235299401057632,1.0,SUCLA2P3
ENSG00000223467,0.09598821,19.21665,0.9235299401057632,1.0,CALM1P1
ENSG00000257494,0.09598821,17.055696,0.9235299401057632,1.0,ENSG00000257494
ENSG00000214185,0.09598821,18.906097,0.9235299401057632,1.0,XPOTP1
ENSG00000279083,0.09598821,18.526047,0.9235299401057632,1.0,ENSG00000279083
ENSG00000171954,0.09598821,19.297283,0.9235299401057632,1.0,CYP4F22
ENSG00000279032,0.09598821,18.789364,0.9235299401057632,1.0,ENSG00000279032
ENSG00000047648,0.09598821,17.671373,0.9235299401057632,1.0,ARHGAP6
ENSG00000185915,0.09598821,18.1618,0.9235299401057632,1.0,KLHL34
ENSG00000254200,0.09598821,16.709595,0.9235299401057632,1.0,RPL7AP33
ENSG00000077327,0.09598821,18.19715,0.9235299401057632,1.0,SPAG6
ENSG00000163485,0.09598821,17.34319,0.9235299401057632,1.0,ADORA1
ENSG00000223513,0.09598821,18.877724,0.9235299401057632,1.0,ATP6V0E1P2
ENSG00000223715,0.09598821,20.267368,0.9235299401057632,1.0,LINC01208
ENSG00000223701,0.09598821,17.695362,0.9235299401057632,1.0,RAET1E-AS1
ENSG00000260908,0.09598821,17.165173,0.9235299401057632,1.0,PLA2G10CP
ENSG00000257501,0.09598821,18.44201,0.9235299401057632,1.0,PAFAH1B2P2
ENSG00000182836,0.09598821,19.467102,0.9235299401057632,1.0,PLCXD3
ENSG00000260911,0.09598821,17.882362,0.9235299401057632,1.0,ENSG00000260911
ENSG00000238825,0.09598821,18.247581,0.9235299401057632,1.0,RNVU1-2
ENSG00000144644,0.09598821,18.139015,0.9235299401057632,1.0,GADL1
ENSG00000238575,0.09598821,17.199144,0.9235299401057632,1.0,LOC124904380
ENSG00000234429,0.09598821,18.970991,0.9235299401057632,1.0,ANKRD11P1
ENSG00000238228,0.09598821,18.34009,0.9235299401057632,1.0,OR7E7P
ENSG00000265893,0.09598821,17.472118,0.9235299401057632,1.0,ENSG00000265893
ENSG00000114405,0.09598821,17.436747,0.9235299401057632,1.0,CEP15
ENSG00000197558,0.09598821,17.322474,0.9235299401057632,1.0,SSPOP
ENSG00000171798,0.09598821,19.35684,0.9235299401057632,1.0,KNDC1
ENSG00000278989,0.09598821,19.502106,0.9235299401057632,1.0,ENSG00000278989
ENSG00000130540,0.09598821,17.996168,0.9235299401057632,1.0,SULT4A1
ENSG00000100312,0.09598821,19.152094,0.9235299401057632,1.0,ACR
ENSG00000213783,0.09598821,17.114065,0.9235299401057632,1.0,RPL35P4
ENSG00000213785,0.09598821,19.041132,0.9235299401057632,1.0,AKR1B1P3
ENSG00000254224,0.09598821,19.252857,0.9235299401057632,1.0,UQCRB-AS1
ENSG00000234493,0.09598821,20.601059,0.9235299401057632,1.0,RHOXF1P1
ENSG00000144671,0.09598821,20.127872,0.9235299401057632,1.0,SLC22A14
ENSG00000197442,0.09598821,18.035719,0.9235299401057632,1.0,MAP3K5
ENSG00000172061,0.09598821,19.062372,0.9235299401057632,1.0,LRRC15
ENSG00000229399,0.09598821,16.798725,0.9235299401057632,1.0,ENSG00000229399
ENSG00000144057,0.09598821,18.39608,0.9235299401057632,1.0,ST6GAL2
ENSG00000279206,0.09598821,18.868301,0.9235299401057632,1.0,ENSG00000279206
ENSG00000229543,0.09598821,19.058495,0.9235299401057632,1.0,ENSG00000229543
ENSG00000172215,0.09598821,20.055946,0.9235299401057632,1.0,CXCR6
ENSG00000214288,0.09598821,17.113728,0.9235299401057632,1.0,HMGB3P13
ENSG00000280783,0.09598821,17.207079,0.9235299401057632,1.0,ENSG00000280783
ENSG00000223968,0.09598821,16.88,0.9235299401057632,1.0,RPS27P11
ENSG00000163154,0.09598821,17.705244,0.9235299401057632,1.0,TIPE2
ENSG00000279072,0.09598821,18.82519,0.9235299401057632,1.0,ENSG00000279072
ENSG00000238406,0.09598821,17.890465,0.9235299401057632,1.0,RNU7-171P
ENSG00000229912,0.09598821,17.668474,0.9235299401057632,1.0,ENSG00000229912
ENSG00000234597,0.09598821,18.827219,0.9235299401057632,1.0,LOC101928196
ENSG00000234565,0.09598821,19.030775,0.9235299401057632,1.0,COX6B1P1
ENSG00000238042,0.09598821,18.685835,0.9235299401057632,1.0,ENSG00000238042
ENSG00000279282,0.09598821,19.704918,0.9235299401057632,1.0,ENSG00000279282
ENSG00000197125,0.09598821,20.168951,0.9235299401057632,1.0,OR8B8
ENSG00000172367,0.09598821,18.034157,0.9235299401057632,1.0,NHERF4
ENSG00000179855,0.09598821,19.659622,0.9235299401057632,1.0,GIPC3
ENSG00000179873,0.09598821,19.10701,0.9235299401057632,1.0,NLRP11
ENSG00000238097,0.09598821,18.086391,0.9235299401057632,1.0,LINC02037
ENSG00000244048,0.09598821,17.003397,0.9235299401057632,1.0,RPS18P6
ENSG00000047617,0.09598821,17.20026,0.9235299401057632,1.0,ANO2
ENSG00000249631,0.09598821,19.654331,0.9235299401057632,1.0,LOC107986178
ENSG00000273167,0.09598821,17.150616,0.9235299401057632,1.0,ENSG00000273167
ENSG00000260798,0.09598821,18.585155,0.9235299401057632,1.0,ENSG00000260798
ENSG00000274584,0.09598821,17.307325,0.9235299401057632,1.0,ENSG00000274584
ENSG00000274569,0.09598821,19.137928,0.9235299401057632,1.0,ENSG00000274569
ENSG00000234634,0.09598821,17.48841,0.9235299401057632,1.0,LINC02093
ENSG00000267567,0.09598821,17.99835,0.9235299401057632,1.0,ENSG00000267567
ENSG00000039537,0.09598821,20.246616,0.9235299401057632,1.0,C6
ENSG00000279340,0.09598821,17.804897,0.9235299401057632,1.0,ENSG00000279340
ENSG00000279344,0.09598821,18.51544,0.9235299401057632,1.0,ENSG00000279344
ENSG00000259415,0.09598821,17.620995,0.9235299401057632,1.0,ENSG00000259415
ENSG00000234860,0.09598821,18.982958,0.9235299401057632,1.0,ENSG00000234860
ENSG00000267372,0.09598821,19.618855,0.9235299401057632,1.0,ENSG00000267372
ENSG00000237937,0.09598821,19.214727,0.9235299401057632,1.0,LINC02702
ENSG00000253836,0.09598821,18.422968,0.9235299401057632,1.0,ENSG00000253836
ENSG00000257715,0.09598821,17.626686,0.9235299401057632,1.0,ENSG00000257715
ENSG00000260953,0.09598821,18.898613,0.9235299401057632,1.0,ENSG00000260953
ENSG00000214360,0.09598821,19.716433,0.9235299401057632,1.0,EFCAB9
ENSG00000259425,0.09598821,18.395254,0.9235299401057632,1.0,ENSG00000259425
ENSG00000249706,0.09598821,18.596224,0.9235299401057632,1.0,ENSG00000249706
ENSG00000229800,0.09598821,19.097715,0.9235299401057632,1.0,ATP8A2P2
ENSG00000249669,0.09598821,19.683144,0.9235299401057632,1.0,CARMN
ENSG00000224079,0.09598821,18.868496,0.9235299401057632,1.0,CHLSN-AS1
ENSG00000224259,0.09598821,19.238169,0.9235299401057632,1.0,LINC01133
ENSG00000235145,0.09598821,19.031384,0.9235299401057632,1.0,RPSAP16
ENSG00000235112,0.09598821,18.980057,0.9235299401057632,1.0,HSPE1P27
ENSG00000235090,0.09598821,19.74209,0.9235299401057632,1.0,RPL7L1P3
ENSG00000279368,0.09598821,18.410006,0.9235299401057632,1.0,ENSG00000279368
ENSG00000153822,0.09598821,18.469576,0.9235299401057632,1.0,KCNJ16
ENSG00000259370,0.09598821,17.420338,0.9235299401057632,1.0,ENSG00000259370
ENSG00000158786,0.09598821,16.780018,0.9235299401057632,1.0,PLA2G2F
ENSG00000158716,0.09598821,19.52996,0.9235299401057632,1.0,DUSP23
ENSG00000229985,0.09598821,17.064205,0.9235299401057632,1.0,RPL18AP5
ENSG00000276413,0.09598821,17.740973,0.9235299401057632,1.0,ENSG00000276413
ENSG00000109758,0.09598821,19.764631,0.9235299401057632,1.0,HGFAC
ENSG00000224221,0.09598821,18.249754,0.9235299401057632,1.0,RPS6P8
ENSG00000260737,0.09598821,18.822744,0.9235299401057632,1.0,LINC01227
ENSG00000235021,0.09598821,18.47399,0.9235299401057632,1.0,ENSG00000235021
ENSG00000260744,0.09598821,19.035454,0.9235299401057632,1.0,ENSG00000260744
ENSG00000254336,0.09598821,17.021908,0.9235299401057632,1.0,ENSG00000254336
ENSG00000107147,0.09598821,18.64688,0.9235299401057632,1.0,KCNT1
ENSG00000138755,0.09598821,18.611027,0.9235299401057632,1.0,CXCL9
ENSG00000237816,0.09598821,17.868368,0.9235299401057632,1.0,RPL21P109
ENSG00000243836,0.09598821,19.56654,0.9235299401057632,1.0,WDR86-AS1
ENSG00000279446,0.09598821,18.983332,0.9235299401057632,1.0,ENSG00000279446
ENSG00000196564,0.09598821,18.222975,0.9235299401057632,1.0,BLOC1S6P1
ENSG00000244731,0.09598821,17.27588,0.9235299401057632,1.0,C4A
ENSG00000229372,0.09598821,18.838688,0.9235299401057632,1.0,SZT2-AS1
ENSG00000279337,0.09598821,17.19574,0.9235299401057632,1.0,ENSG00000279337
ENSG00000259379,0.09598821,17.572027,0.9235299401057632,1.0,MTND5P32
ENSG00000257769,0.09598821,18.28395,0.9235299401057632,1.0,ENSG00000257769
ENSG00000235018,0.09598821,19.964073,0.9235299401057632,1.0,RPL17P48
ENSG00000271392,0.09598821,18.220703,0.9235299401057632,1.0,ENSG00000271392
ENSG00000226643,0.09598821,19.269564,0.9235299401057632,1.0,ENSG00000226643
ENSG00000153820,0.09598821,17.161678,0.9235299401057632,1.0,SPHKAP
ENSG00000178163,0.09598821,18.68616,0.9235299401057632,1.0,ZNF518B
