"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","PlotGene","Regulation","minusLog10Padj"
"55765",54.9952602904036,4.63097127180692,0.662763658780362,6.98736451592559,2.80097836791019e-12,2.53931277586284e-10,"55765","Up",9.59528380229082
"84706",91.0350825181122,2.02254566110427,0.290072869619797,6.97254336041579,3.11261678169323e-12,2.80374942412521e-10,"84706","Up",9.55226080261068
"144455",59.8875579022984,3.45716099366084,0.496062477426432,6.96920478968006,3.18737446346649e-12,2.85280165354338e-10,"144455","Up",9.5447284224425
"54979",138.636766240415,4.32438342146143,0.620850151877224,6.96526111556239,3.27795196633794e-12,2.90584309055064e-10,"54979","Up",9.53672784039857
"911",192.648349413146,-2.24204835977471,0.321909969786666,-6.96483045014278,3.28799495728403e-12,2.90584309055064e-10,"911","Down",9.53672784039857
"5644",181.591121634534,-1.74566347343152,0.250684114562058,-6.96359829772689,3.3168953278291e-12,2.91306332166591e-10,"5644","Down",9.53565007494968
"92840",48.9781612125686,-1.69997580325044,0.244256020395999,-6.95981126890695,3.40728889821951e-12,2.97386481973792e-10,"92840","Down",9.52667877669375
"27086",1744.38685730646,-1.16239183492177,0.167142314617994,-6.95450363708574,3.53805513025064e-12,3.06893522779519e-10,"27086","Down",9.51301227758577
"25777",9350.74623218947,-1.05010553291797,0.151017010678927,-6.95355793494395,3.56186575315148e-12,3.07063420633648e-10,"25777","Down",9.51277191642295
"55300",620.004763443441,2.25872004302782,0.325070004063729,6.94841115695499,3.69423029452497e-12,3.1653246401625e-10,"55300","Up",9.49958174150732
"3070",154.345221344701,2.466615966141,0.355966389346704,6.92935074760265,4.22776402346834e-12,3.60051757925922e-10,"3070","Up",9.44363506432741
"56172",723.418972239795,-1.07525087571093,0.155212106800159,-6.92762245083981,4.27972062212854e-12,3.62280928808134e-10,"56172","Down",9.4409545274929
"79682",159.076897150989,2.81227089751081,0.406964733921934,6.91035527921265,4.83441408206057e-12,4.06785548988714e-10,"79682","Up",9.39063448373832
"54956",309.597995363264,-0.825241029394538,0.119460909042004,-6.90804243842119,4.91386999341886e-12,4.11010125878106e-10,"54956","Not significant",9.38614747846745
"23467",128.591866465832,-1.67267913412635,0.242276833932597,-6.90399947438517,5.05584867749791e-12,4.20383346841424e-10,"23467","Down",9.37635449654038
"29127",343.745328843366,2.10790773703025,0.306222096504396,6.8835912270622,5.83621927557879e-12,4.82415019179018e-10,"29127","Up",9.31657917963028
"2537",5577.34762561175,2.93233615117609,0.426294225941485,6.87866729768606,6.041507197047e-12,4.96463503701196e-10,"2537","Up",9.30411267209057
"29089",112.358250000364,2.91860094585195,0.424506117894151,6.87528594482987,6.18656379181686e-12,5.05427874433782e-10,"29089","Up",9.29634081034061
"102723407",3636.08130165022,4.60724201485528,0.670660016943577,6.86971326522793,6.43310772081831e-12,5.22531963542999e-10,"102723407","Up",9.28188713839248
"147841",68.6637424756611,3.24529165587316,0.472731876474182,6.86497318538747,6.65037438576817e-12,5.37075062464451e-10,"147841","Up",9.26996501237131
"9601",6054.03077760682,2.75387520624049,0.402664448731812,6.83913172596637,7.96745994111359e-12,6.39764269100161e-10,"9601","Up",9.19398001896582
"952",4339.97290583259,2.93019691593378,0.429041758649151,6.82963104840791,8.51332964536617e-12,6.79711978276622e-10,"952","Up",9.16767507662239
"56992",150.181027902029,3.28444822593933,0.481260795331428,6.82467439234779,8.81249625807731e-12,6.99622584285324e-10,"56992","Up",9.1551361796505
"5255",35.0488264348022,4.16902056803668,0.611918755180582,6.81302956109977,9.55644942152783e-12,7.54422625119714e-10,"5255","Up",9.12238529559244
"2826",77.9721595334006,3.27712163042932,0.48145217120176,6.80674390199392,9.98324131133443e-12,7.83712329088667e-10,"2826","Up",9.10584332100922
"51023",304.256674405245,1.27461548208034,0.187285464393549,6.80573629249704,1.00533719830531e-11,7.84833239477015e-10,"51023","Up",9.10522261187715
"1164",170.689747578247,2.22382360112819,0.326889119700525,6.80299057724989,1.02469353081731e-11,7.95524502488663e-10,"1164","Up",9.09934643935902
"57692",116.78155713177,-1.31025429236796,0.192769919231683,-6.79698522253991,1.06831050774784e-11,8.23947875657475e-10,"57692","Down",9.08410026164069
"6897",1139.56036486811,1.49290225042324,0.219662368124933,6.796349612211,1.0730320327734e-11,8.23947875657475e-10,"6897","Up",9.08410026164069
"11339",37.7832983520777,3.19268170818282,0.470336888347246,6.78807422356736,1.13640186846886e-11,8.67865166071981e-10,"11339","Up",9.06154774277226
"6536",45.5959759784084,3.38803761484588,0.499917409613538,6.77719469194923,1.22531721097773e-11,9.3071121344103e-10,"6536","Up",9.03118505356729
"100423062",136402.846356021,4.65965311268032,0.688186037302296,6.77092073961027,1.27965369152086e-11,9.66757724368343e-10,"100423062","Up",9.01468234923975
"5052",1497.48713878721,1.44428008171458,0.21346656833701,6.76583735320288,1.32540375205907e-11,9.95966498606098e-10,"5052","Up",9.0017552697241
"10635",92.048594978129,2.77638977483546,0.411275443444742,6.75068210146733,1.47151700305777e-11,1.09988068760467e-09,"10635","Up",8.95865442350113
