"root_cell_id"
"GSM2992791"
"GSM2992792"
"GSM2992793"
"GSM2992794"
"GSM2992795"
"GSM2992796"
"GSM2992797"
"GSM2992798"
"GSM2992799"
"GSM2992800"
"GSM2992801"
"GSM2992802"
"GSM2992803"
"GSM2992804"
"GSM2992805"
"GSM2992806"
"GSM2992807"
"GSM2992808"
"GSM2992809"
"GSM2992810"
"GSM2992811"
"GSM2992812"
"GSM2992813"
"GSM2992814"
"GSM2992815"
"GSM2992816"
"GSM2992817"
"GSM2992818"
"GSM2992819"
"GSM2992820"
"GSM2992821"
"GSM2992822"
"GSM2992823"
"GSM2992824"
"GSM2992825"
"GSM2992826"
"GSM2992827"
"GSM2992828"
"GSM2992829"
"GSM2992830"
"GSM2993082"
"GSM2993083"
"GSM2993084"
"GSM2993085"
"GSM2993086"
"GSM2993087"
"GSM2993088"
"GSM2993089"
"GSM2993090"
"GSM2993091"
"GSM2993092"
"GSM2993093"
"GSM2993094"
"GSM2993095"
"GSM2993096"
"GSM2993097"
"GSM2993099"
"GSM2993100"
"GSM2993101"
"GSM2993102"
"GSM2993103"
"GSM2993104"
"GSM2993105"
"GSM2993106"
"GSM2993107"
"GSM2993108"
"GSM2993109"
"GSM2993110"
"GSM2993111"
"GSM2993112"
"GSM2993113"
"GSM2993114"
"GSM2993115"
"GSM2993116"
"GSM2993117"
"GSM2993118"
"GSM2993119"
"GSM2993120"
"GSM2993121"
"GSM2993122"
"GSM2993123"
"GSM2993124"
"GSM2993125"
"GSM2993126"
"GSM2993127"
"GSM2993128"
"GSM2993129"
"GSM2993130"
"GSM2993131"
"GSM2993132"
"GSM2993133"
"GSM2993134"
"GSM2993135"
"GSM2993136"
"GSM2993137"
"GSM2993138"
"GSM2993139"
"GSM2993140"
"GSM2993141"
"GSM2993142"
"GSM2993143"
"GSM2993144"
"GSM2993145"
"GSM2993146"
"GSM2993147"
"GSM2993148"
"GSM2993149"
"GSM2993150"
"GSM2993151"
"GSM2993152"
"GSM2993153"
"GSM2993154"
"GSM2993155"
"GSM2993156"
"GSM2993157"
"GSM2993158"
"GSM2993159"
"GSM2993160"
"GSM2993161"
"GSM2993426"
"GSM2993427"
"GSM2993428"
"GSM2993430"
"GSM2993431"
"GSM2993432"
"GSM2993433"
"GSM2993434"
"GSM2993435"
"GSM2993436"
"GSM2993437"
"GSM2993438"
"GSM2993441"
"GSM2993442"
"GSM2993444"
"GSM2993445"
"GSM2993446"
"GSM2993447"
"GSM2993448"
"GSM2993449"
"GSM2993450"
"GSM2993451"
"GSM2993452"
"GSM2993453"
"GSM2993454"
"GSM2993455"
"GSM2993456"
"GSM2993457"
"GSM2993458"
"GSM2993459"
"GSM2993460"
"GSM2993461"
"GSM2993462"
"GSM2993464"
"GSM2993465"
"GSM2993466"
"GSM2993467"
"GSM2993468"
"GSM2993469"
"GSM2993470"
"GSM2993472"
"GSM2993474"
"GSM2993475"
"GSM2993476"
"GSM2993477"
"GSM2993478"
"GSM2993480"
"GSM2993481"
"GSM2993482"
"GSM2993483"
"GSM2993484"
"GSM2993485"
"GSM2993487"
"GSM2993488"
"GSM2993489"
"GSM2993490"
"GSM2993491"
"GSM2993492"
"GSM2993493"
"GSM2993494"
"GSM2993495"
"GSM2993497"
"GSM2993498"
"GSM2993499"
"GSM2993500"
"GSM2993501"
"GSM2993502"
"GSM2993503"
"GSM2993504"
"GSM2993505"
"GSM2993506"
"GSM2993507"
"GSM2993508"
"GSM2993509"
"GSM2993510"
"GSM2993512"
"GSM2993517"
"GSM2993518"
"GSM2993519"
"GSM2993520"
"GSM2993777"
"GSM2993778"
"GSM2993779"
"GSM2993780"
"GSM2993781"
"GSM2993784"
"GSM2993785"
"GSM2993786"
"GSM2993787"
"GSM2993788"
"GSM2993789"
"GSM2993790"
"GSM2993791"
"GSM2993792"
"GSM2993793"
"GSM2993795"
"GSM2993796"
"GSM2993797"
"GSM2993798"
"GSM2993799"
"GSM2993800"
"GSM2993802"
"GSM2993803"
"GSM2993804"
"GSM2993805"
"GSM2993807"
"GSM2993808"
"GSM2993809"
"GSM2993810"
"GSM2993811"
"GSM2993812"
"GSM2993813"
"GSM2993814"
"GSM2993815"
"GSM2993816"
"GSM2993817"
"GSM2993818"
"GSM2993820"
"GSM2993821"
"GSM2993823"
"GSM2993825"
"GSM2993826"
"GSM2993827"
"GSM2993828"
"GSM2993829"
"GSM2993830"
"GSM2993831"
"GSM2993832"
"GSM2993833"
"GSM2993834"
"GSM2993836"
"GSM2993837"
"GSM2993838"
"GSM2993839"
"GSM2993840"
"GSM2993841"
"GSM2993844"
"GSM2993845"
"GSM2993846"
"GSM2993847"
"GSM2993848"
"GSM2993849"
"GSM2993850"
"GSM2993851"
"GSM2993852"
"GSM2993854"
"GSM2993855"
"GSM2993857"
"GSM2993858"
"GSM2993859"
"GSM2993860"
"GSM2993862"
"GSM2993863"
"GSM2993864"
"GSM2993865"
"GSM2993866"
"GSM2993867"
"GSM2993868"
"GSM2993869"
"GSM2993870"
"GSM2993871"
"GSM2993872"
"GSM2993873"
"GSM2993874"
"GSM2993998"
"GSM2993999"
"GSM2994001"
"GSM2994002"
"GSM2994003"
"GSM2994004"
"GSM2994005"
"GSM2994006"
"GSM2994007"
"GSM2994008"
"GSM2994009"
"GSM2994010"
"GSM2994011"
"GSM2994012"
"GSM2994013"
"GSM2994014"
"GSM2994015"
"GSM2994016"
"GSM2994018"
"GSM2994019"
"GSM2994020"
"GSM2994021"
"GSM2994022"
"GSM2994024"
"GSM2994025"
"GSM2994026"
"GSM2994027"
"GSM2994028"
"GSM2994029"
"GSM2994030"
"GSM2994031"
"GSM2994032"
"GSM2994033"
"GSM2994036"
"GSM2994037"
"GSM2994038"
"GSM2994039"
"GSM2994040"
"GSM2994041"
"GSM2994042"
"GSM2994043"
"GSM2994044"
"GSM2994045"
"GSM2994046"
"GSM2994047"
"GSM2994048"
"GSM2994049"
"GSM2994050"
"GSM2994051"
"GSM2994053"
"GSM2994054"
"GSM2994055"
"GSM2994056"
"GSM2994057"
"GSM2994058"
"GSM2994059"
"GSM2994060"
"GSM2994061"
"GSM2994062"
"GSM2994063"
"GSM2994064"
"GSM2994065"
"GSM2994067"
"GSM2994068"
"GSM2994069"
"GSM2994070"
"GSM2994071"
"GSM2994072"
"GSM2994074"
"GSM2994075"
"GSM2994076"
"GSM2994077"
"GSM2994078"
"GSM2994079"
"GSM2994080"
"GSM2994081"
"GSM2994083"
"GSM2994084"
"GSM2994085"
"GSM2994086"
"GSM2994087"
"GSM2994088"
"GSM2994089"
"GSM2994090"
"GSM2994091"
"GSM2994092"
"GSM2994093"
"GSM2994094"
"GSM2994095"
"GSM2994096"
"GSM2994097"
"GSM2994099"
"GSM2994100"
"GSM2994101"
"GSM2994102"
"GSM2994103"
"GSM2994232"
"GSM2994233"
"GSM2994234"
"GSM2994235"
"GSM2994236"
"GSM2994237"
"GSM2994238"
"GSM2994239"
"GSM2994240"
"GSM2994241"
"GSM2994242"
"GSM2994243"
"GSM2994244"
"GSM2994245"
"GSM2994246"
"GSM2994247"
"GSM2994248"
"GSM2994249"
"GSM2994250"
"GSM2994251"
"GSM2994252"
"GSM2994253"
"GSM2994254"
"GSM2994255"
"GSM2994256"
"GSM2994257"
"GSM2994258"
"GSM2994259"
"GSM2994260"
"GSM2994261"
"GSM2994262"
"GSM2994263"
"GSM2994264"
"GSM2994265"
"GSM2994266"
"GSM2994267"
"GSM2994268"
"GSM2994269"
"GSM2994270"
"GSM2994271"
"GSM2994272"
"GSM2994273"
"GSM2994274"
"GSM2994275"
"GSM2994276"
"GSM2994278"
"GSM2994279"
"GSM2994280"
"GSM2994282"
"GSM2994283"
"GSM2994284"
"GSM2994285"
"GSM2994286"
"GSM2994287"
"GSM2994288"
"GSM2994289"
"GSM2994290"
"GSM2994291"
"GSM2994292"
"GSM2994293"
"GSM2994294"
"GSM2994295"
"GSM2994296"
"GSM2994297"
"GSM2994298"
"GSM2994299"
"GSM2994300"
"GSM2994301"
"GSM2994302"
"GSM2994304"
"GSM2994305"
"GSM2994306"
"GSM2994307"
"GSM2994308"
"GSM2994309"
"GSM2994310"
"GSM2994311"
"GSM2994312"
"GSM2994313"
"GSM2994314"
"GSM2994315"
"GSM2994316"
"GSM2994317"
"GSM2994318"
"GSM2994319"
"GSM2994320"
"GSM2994321"
"GSM2994322"
"GSM2994323"
"GSM2994324"
"GSM2994325"
"GSM2994326"
"GSM2994327"
"GSM2994328"
"GSM2994329"
"GSM2994330"
"GSM2994331"
"GSM2994332"
"GSM2994457"
"GSM2994458"
"GSM2994459"
"GSM2994460"
"GSM2994461"
"GSM2994462"
"GSM2994463"
"GSM2994464"
"GSM2994465"
"GSM2994466"
"GSM2994467"
"GSM2994468"
"GSM2994469"
"GSM2994471"
"GSM2994472"
"GSM2994473"
"GSM2994474"
"GSM2994475"
"GSM2994476"
"GSM2994477"
"GSM2994478"
"GSM2994479"
"GSM2994480"
"GSM2994481"
"GSM2994482"
"GSM2994483"
"GSM2994484"
"GSM2994485"
"GSM2994486"
"GSM2994487"
"GSM2994488"
"GSM2994489"
"GSM2994490"
"GSM2994491"
"GSM2994492"
"GSM2994493"
"GSM2994494"
"GSM2994495"
"GSM2994496"
"GSM2994497"
"GSM2994498"
"GSM2994499"
"GSM2994500"
"GSM2994501"
"GSM2994502"
"GSM2994503"
"GSM2994504"
"GSM2994505"
"GSM2994506"
"GSM2994507"
"GSM2994508"
"GSM2994509"
"GSM2994510"
"GSM2994511"
"GSM2994512"
"GSM2994513"
"GSM2994514"
"GSM2994515"
"GSM2994516"
"GSM2994517"
"GSM2994518"
"GSM2994519"
"GSM2994520"
"GSM2994521"
"GSM2994522"
"GSM2994523"
"GSM2994524"
"GSM2994525"
"GSM2994526"
"GSM2994527"
"GSM2994528"
"GSM2994529"
"GSM2994530"
"GSM2994531"
"GSM2994532"
"GSM2994533"
"GSM2994534"
"GSM2994535"
"GSM2994536"
"GSM2994537"
"GSM2994538"
"GSM2994539"
"GSM2994540"
"GSM2994541"
"GSM2994542"
"GSM2994543"
"GSM2994544"
"GSM2994545"
"GSM2994546"
"GSM2994547"
"GSM2994548"
"GSM2994549"
"GSM2994550"
"GSM2994551"
"GSM2994552"
"GSM2994553"
"GSM2994554"
"GSM2994555"
"GSM2994556"
"GSM2994557"
"GSM2994558"
"GSM2994559"
