miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT688196,hsa-miR-658,hsa,FNIP1,96459.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT476551,hsa-let-7b-5p,hsa,GABPB1,2553.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687943,hsa-miR-324-3p,hsa,HMGB1,3146.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687935,hsa-miR-140-3p,hsa,HMGN1,3150.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT608159,hsa-miR-3120-5p,hsa,HRK,8739.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT611479,hsa-miR-2355-5p,hsa,HSPA4,3308.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687885,hsa-miR-192-5p,hsa,IL6R,3570.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687648,hsa-miR-576-3p,hsa,LRIF1,55791.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687568,hsa-miR-324-3p,hsa,MDGA1,266727.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT501857,hsa-miR-6755-5p,hsa,MTRNR2L8,100463486.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687441,hsa-miR-6806-3p,hsa,NR3C1,2908.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687430,hsa-miR-182-5p,hsa,NR3C1,2908.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687429,hsa-miR-6868-3p,hsa,NR3C1,2908.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687322,hsa-miR-658,hsa,OSMR,9180.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT314097,hsa-miR-103a-3p,hsa,PIK3R1,5295.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687147,hsa-miR-494-3p,hsa,PTPN12,5782.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687078,hsa-miR-576-3p,hsa,RABGAP1L,9910.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT687020,hsa-miR-664a-5p,hsa,RNF24,11237.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT505748,hsa-miR-1185-1-3p,hsa,SENP1,29843.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT686795,hsa-miR-2355-5p,hsa,SOX12,6666.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT686638,hsa-miR-3120-5p,hsa,TMEM184C,55751.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT686629,hsa-miR-1262,hsa,TMEM184C,55751.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT686573,hsa-miR-425-5p,hsa,TNFRSF10B,8795.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT686414,hsa-miR-664a-5p,hsa,TVP23C,201158.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT686276,hsa-miR-324-3p,hsa,WWC1,23286.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT686259,hsa-miR-370-3p,hsa,ZBTB8B,728116.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT686063,hsa-miR-3135b,hsa,KCNA7,3743.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT686027,hsa-miR-146a-5p,hsa,UMPS,7372.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT685922,hsa-miR-658,hsa,MOCS3,27304.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT650263,hsa-miR-361-3p,hsa,LRFN1,57622.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT685576,hsa-miR-576-3p,hsa,KCNK6,9424.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT685564,hsa-miR-6806-3p,hsa,SRD5A3,79644.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT685540,hsa-miR-324-3p,hsa,PI4K2B,55300.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT685511,hsa-miR-324-3p,hsa,MSH3,4437.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT685495,hsa-miR-658,hsa,MED16,10025.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT635669,hsa-miR-1262,hsa,COX18,285521.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT685277,hsa-miR-3135b,hsa,KIAA1143,57456.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT685152,hsa-miR-664a-5p,hsa,DTWD2,285605.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT685080,hsa-miR-324-3p,hsa,HPSE,10855.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT551310,hsa-miR-658,hsa,HASPIN,83903.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684891,hsa-miR-664a-5p,hsa,ZSCAN22,342945.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT675146,hsa-miR-3135b,hsa,MOGAT1,116255.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT647173,hsa-miR-361-3p,hsa,ARGFX,503582.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684776,hsa-miR-324-3p,hsa,MYO1F,4542.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT542093,hsa-miR-1185-1-3p,hsa,KCNK10,54207.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684684,hsa-miR-3120-5p,hsa,OR7D2,162998.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT392566,hsa-miR-576-3p,hsa,ORAI2,80228.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684548,hsa-miR-491-5p,hsa,ZNF708,7562.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684469,hsa-miR-134-5p,hsa,INTS7,25896.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684423,hsa-miR-3120-5p,hsa,TUFT1,7286.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684412,hsa-miR-1262,hsa,TUFT1,7286.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684406,hsa-miR-3135b,hsa,MFSD13A,79847.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684318,hsa-miR-494-3p,hsa,GTF3C4,9329.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684299,hsa-miR-658,hsa,TRUB2,26995.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT515885,hsa-miR-192-5p,hsa,FAM182B,728882.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT487764,hsa-miR-4470,hsa,ANKEF1,63926.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684109,hsa-miR-3120-5p,hsa,MCM10,55388.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT625688,hsa-miR-3120-5p,hsa,MCM8,84515.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT684017,hsa-miR-491-5p,hsa,FOLR1,2348.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT683945,hsa-miR-576-3p,hsa,MYLK3,91807.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT683697,hsa-miR-370-3p,hsa,LAX1,54900.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT683610,hsa-miR-4498,hsa,PCP4L1,654790.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT634934,hsa-miR-324-3p,hsa,GTF2H2C,728340.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT498625,hsa-miR-6755-5p,hsa,MTRNR2L10,100463488.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT683410,hsa-miR-658,hsa,MAPKAPK5,8550.0,hsa,HITS-CLIP,Functional MTI (Weak),23313552.0
MIRT482307,hsa-miR-185-5p,hsa,AGO2,27161.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT494148,hsa-miR-28-3p,hsa,CTC1,80169.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682131,hsa-miR-576-3p,hsa,TAF1D,79101.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT683114,hsa-miR-1262,hsa,MED28,80306.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT683098,hsa-miR-1262,hsa,TIMM10B,26515.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT683091,hsa-miR-1262,hsa,PRRG4,79056.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT683087,hsa-miR-200a-3p,hsa,A1BG,1.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT683072,hsa-miR-1262,hsa,A1BG,1.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT668793,hsa-miR-146a-5p,hsa,CYTIP,9595.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT484364,hsa-miR-185-5p,hsa,GATA6,2627.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681721,hsa-miR-3120-5p,hsa,KCNE4,23704.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT683047,hsa-miR-324-3p,hsa,SHH,6469.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT459723,hsa-miR-140-3p,hsa,ERCC1,2067.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT683007,hsa-miR-658,hsa,RPL27A,6157.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT517810,hsa-miR-3120-5p,hsa,UGDH,7358.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT484003,hsa-miR-194-3p,hsa,ATAD5,79915.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT483957,hsa-miR-361-3p,hsa,ZNF354B,117608.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT489535,hsa-miR-185-5p,hsa,MRE11,4361.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT468791,hsa-miR-185-5p,hsa,SBK1,388228.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT499327,hsa-miR-658,hsa,POU3F3,5455.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682959,hsa-miR-200a-3p,hsa,RPL12,6136.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682940,hsa-miR-200a-3p,hsa,ZNF292,23036.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT456110,hsa-miR-28-3p,hsa,VAV3,10451.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT488384,hsa-miR-324-3p,hsa,VAV3,10451.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682890,hsa-miR-1262,hsa,XIAP,331.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT483339,hsa-miR-185-5p,hsa,CHRDL1,91851.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682883,hsa-miR-3135b,hsa,SAR1A,56681.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT455636,hsa-miR-185-5p,hsa,PABPC1L2A,340529.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT455625,hsa-miR-185-5p,hsa,PABPC1L2B,645974.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT487764,hsa-miR-4470,hsa,ANKEF1,63926.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT480746,hsa-miR-185-5p,hsa,BNC2,54796.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682853,hsa-miR-200a-3p,hsa,DNAJC28,54943.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682828,hsa-miR-3135b,hsa,FLG2,388698.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682817,hsa-miR-365a-3p,hsa,TMCO1,54499.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT607292,hsa-miR-3120-5p,hsa,CD300E,342510.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT454450,hsa-miR-194-3p,hsa,QRFPR,84109.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT454235,hsa-miR-3135b,hsa,OSBPL10,114884.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT527398,hsa-miR-4470,hsa,SMU1,55234.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT453002,hsa-miR-1262,hsa,CCDC115,84317.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682763,hsa-miR-425-5p,hsa,MDM2,4193.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682733,hsa-miR-1262,hsa,CA6,765.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT522718,hsa-miR-4470,hsa,LRRC55,219527.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682694,hsa-miR-1262,hsa,PSMD9,5715.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT451018,hsa-miR-185-5p,hsa,MYH14,79784.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT482307,hsa-miR-185-5p,hsa,AGO2,27161.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682643,hsa-let-7b-5p,hsa,COX6B1,1340.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682606,hsa-let-7b-5p,hsa,CPA4,51200.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682579,hsa-miR-4677-5p,hsa,CPA4,51200.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT494148,hsa-miR-28-3p,hsa,CTC1,80169.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT507244,hsa-let-7b-5p,hsa,FIGN,55137.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT484364,hsa-miR-185-5p,hsa,GATA6,2627.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682507,hsa-miR-103a-3p,hsa,GLP2R,9340.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT475736,hsa-let-7b-5p,hsa,HERPUD1,9709.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT501857,hsa-miR-6755-5p,hsa,MTRNR2L8,100463486.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682447,hsa-let-7b-5p,hsa,MTX3,345778.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682406,hsa-miR-3120-5p,hsa,PARD6B,84612.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682401,hsa-miR-1262,hsa,PARD6B,84612.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682387,hsa-let-7b-5p,hsa,PHACTR4,65979.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682265,hsa-miR-103a-3p,hsa,RS1,6247.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682253,hsa-miR-1185-1-3p,hsa,RS1,6247.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682241,hsa-let-7b-5p,hsa,SAR1A,56681.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682184,hsa-let-7b-5p,hsa,SLC38A7,55238.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682131,hsa-miR-576-3p,hsa,TAF1D,79101.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT456110,hsa-miR-28-3p,hsa,VAV3,10451.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT488384,hsa-miR-324-3p,hsa,VAV3,10451.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT483957,hsa-miR-361-3p,hsa,ZNF354B,117608.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT682105,hsa-let-7b-5p,hsa,ITGA3,3675.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT540834,hsa-miR-103a-3p,hsa,GNAT1,2779.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT564405,hsa-let-7b-5p,hsa,EMILIN2,84034.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681944,hsa-let-7b-5p,hsa,SLC19A3,80704.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681872,hsa-let-7b-5p,hsa,DNAH9,1770.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681800,hsa-let-7b-5p,hsa,EIF4A3,9775.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT001643,hsa-let-7b-5p,hsa,CDKAL1,54901.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681741,hsa-let-7b-5p,hsa,RAB19,401409.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681721,hsa-miR-3120-5p,hsa,KCNE4,23704.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681661,hsa-let-7b-5p,hsa,DTX3L,151636.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT459723,hsa-miR-140-3p,hsa,ERCC1,2067.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681545,hsa-miR-146a-5p,hsa,ZNF738,148203.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681539,hsa-let-7b-5p,hsa,ZNF738,148203.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681508,hsa-let-7b-5p,hsa,STAT2,6773.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT458897,hsa-miR-194-3p,hsa,PFAS,5198.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT458887,hsa-miR-6877-5p,hsa,PFAS,5198.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681473,hsa-miR-1185-1-3p,hsa,DIP2A,23181.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT484003,hsa-miR-194-3p,hsa,ATAD5,79915.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT551321,hsa-let-7b-5p,hsa,HASPIN,83903.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT551286,hsa-let-7b-5p,hsa,MCF2L2,23101.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681362,hsa-let-7b-5p,hsa,BRI3BP,140707.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT468791,hsa-miR-185-5p,hsa,SBK1,388228.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681326,hsa-let-7b-5p,hsa,ZFAND4,93550.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT511389,hsa-let-7b-5p,hsa,IKZF3,22806.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681274,hsa-let-7b-5p,hsa,RFC2,5982.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT681231,hsa-miR-6806-3p,hsa,DUSP19,142679.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT032348,hsa-let-7b-5p,hsa,INTS7,25896.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT361010,hsa-miR-194-3p,hsa,CDC5L,988.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT516086,hsa-let-7b-5p,hsa,ZBTB8OS,339487.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT455636,hsa-miR-185-5p,hsa,PABPC1L2A,340529.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT455625,hsa-miR-185-5p,hsa,PABPC1L2B,645974.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT487764,hsa-miR-4470,hsa,ANKEF1,63926.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT607292,hsa-miR-3120-5p,hsa,CD300E,342510.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT680894,hsa-miR-1262,hsa,SLC33A1,9197.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT454450,hsa-miR-194-3p,hsa,QRFPR,84109.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT454235,hsa-miR-3135b,hsa,OSBPL10,114884.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT527398,hsa-miR-4470,hsa,SMU1,55234.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT522351,hsa-let-7b-5p,hsa,NCKIPSD,51517.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT680841,hsa-let-7b-5p,hsa,ARL8B,55207.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT680803,hsa-let-7b-5p,hsa,ZNF578,147660.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT453404,hsa-let-7b-5p,hsa,RHD,6007.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT680671,hsa-miR-658,hsa,JAM2,58494.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT522718,hsa-miR-4470,hsa,LRRC55,219527.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT508404,hsa-let-7b-5p,hsa,C1orf210,149466.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT549766,hsa-let-7b-5p,hsa,ZNF611,81856.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT680550,hsa-let-7b-5p,hsa,ZNF584,201514.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT451018,hsa-miR-185-5p,hsa,MYH14,79784.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT680522,hsa-let-7b-5p,hsa,PRIM2,5558.0,hsa,HITS-CLIP,Functional MTI (Weak),23706177.0
MIRT612970,hsa-miR-182-5p,hsa,GID4,79018.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT608159,hsa-miR-3120-5p,hsa,HRK,8739.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612763,hsa-miR-140-3p,hsa,MOBP,4336.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621495,hsa-miR-103a-3p,hsa,GPRC5A,9052.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT679642,hsa-miR-140-3p,hsa,BRMS1L,84312.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT679642,hsa-miR-140-3p,hsa,BRMS1L,84312.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT680469,hsa-miR-3135b,hsa,C3,718.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT650263,hsa-miR-361-3p,hsa,LRFN1,57622.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT613001,hsa-miR-664a-5p,hsa,GATA6,2627.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614858,hsa-miR-3120-5p,hsa,PLEKHA6,22874.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT672382,hsa-miR-6819-3p,hsa,RPL37,6167.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT680346,hsa-miR-3135b,hsa,ZNF281,23528.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT633808,hsa-miR-6819-3p,hsa,ZNF91,7644.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611479,hsa-miR-2355-5p,hsa,HSPA4,3308.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623573,hsa-miR-1185-1-3p,hsa,IRS1,3667.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT678531,hsa-miR-2355-5p,hsa,TMEM78,677790.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611217,hsa-miR-3120-5p,hsa,MC2R,4158.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT633695,hsa-miR-6819-3p,hsa,RBM43,375287.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT609115,hsa-miR-3120-5p,hsa,ZNF703,80139.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611130,hsa-miR-6868-3p,hsa,CTBP2,1488.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611037,hsa-miR-2355-5p,hsa,PTGES,9536.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT542093,hsa-miR-1185-1-3p,hsa,KCNK10,54207.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT680098,hsa-miR-2355-5p,hsa,PXMP4,11264.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT680000,hsa-miR-2355-5p,hsa,ZNF860,344787.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT629541,hsa-miR-654-5p,hsa,TMEM239,100288797.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT632987,hsa-miR-6819-3p,hsa,E2F2,1870.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT610668,hsa-miR-361-3p,hsa,PHLDA3,23612.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT632243,hsa-miR-6819-3p,hsa,VTA1,51534.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614016,hsa-miR-324-3p,hsa,PIGM,93183.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT610573,hsa-miR-6737-5p,hsa,CACUL1,143384.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT645558,hsa-miR-2355-5p,hsa,ZMYM1,79830.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT670254,hsa-miR-6877-5p,hsa,ZKSCAN3,80317.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT618452,hsa-miR-2355-5p,hsa,ZFP30,22835.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT657532,hsa-miR-2355-5p,hsa,GTDC1,79712.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT618294,hsa-miR-6819-3p,hsa,ZNF682,91120.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT676598,hsa-miR-3135b,hsa,ARIH2OS,646450.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622530,hsa-miR-6819-3p,hsa,RAD51,5888.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT609773,hsa-miR-140-3p,hsa,PLCL1,5334.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
