miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001992,hsa-miR-182-5p,hsa,ADCY6,112.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay,Functional MTI,17597072.0
MIRT001920,hsa-miR-146a-5p,hsa,BRCA1,672.0,hsa,Luciferase reporter assay,Functional MTI,18660546.0
MIRT001919,hsa-miR-146a-5p,hsa,BRCA2,675.0,hsa,Luciferase reporter assay,Functional MTI,18660546.0
MIRT001229,hsa-let-7b-5p,hsa,CDC34,997.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19126550.0
MIRT001229,hsa-let-7b-5p,hsa,CDC34,997.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19126550.0
MIRT001222,hsa-miR-182-5p,hsa,RARG,5916.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19782699.0
MIRT001222,hsa-miR-182-5p,hsa,RARG,5916.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19782699.0
MIRT001209,hsa-miR-494-3p,hsa,PTEN,5728.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20006626.0
MIRT001209,hsa-miR-494-3p,hsa,PTEN,5728.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20006626.0
MIRT004285,hsa-miR-491-5p,hsa,BCL2L1,598.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20039318.0
MIRT001175,hsa-miR-200a-3p,hsa,CTNNB1,1499.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19703993.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,qRT-PCR//Western blot,Functional MTI,19703993.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,qRT-PCR//Western blot,Functional MTI,19703993.0
MIRT000671,hsa-miR-182-5p,hsa,FOXO3,2309.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT000671,hsa-miR-182-5p,hsa,FOXO3,2309.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT003834,hsa-let-7b-5p,hsa,LIN28B,389421.0,hsa,Luciferase reporter assay,Functional MTI,16971064.0
MIRT003834,hsa-let-7b-5p,hsa,LIN28B,389421.0,hsa,Luciferase reporter assay,Functional MTI,16971064.0
MIRT001086,hsa-miR-182-5p,hsa,FOXO1,2308.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19574223.0
MIRT001074,hsa-miR-370-3p,hsa,MAP3K8,1326.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17621267.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18381893.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18381893.0
MIRT000955,hsa-miR-148a-3p,hsa,DNMT3B,1789.0,hsa,GFP reporter assay//Western blot//qRT-PCR,Functional MTI,18367714.0
MIRT000955,hsa-miR-148a-3p,hsa,DNMT3B,1789.0,hsa,GFP reporter assay//Western blot//qRT-PCR,Functional MTI,18367714.0
MIRT000945,hsa-miR-146a-5p,hsa,ROCK1,6093.0,hsa,flow//Western blot//Northern blot,Functional MTI,18174313.0
MIRT000774,hsa-miR-200a-3p,hsa,RAB30,27314.0,hsa,Microarray//Northern blot,Functional MTI (Weak),16331254.0
MIRT000773,hsa-miR-200a-3p,hsa,PCDH8,5100.0,hsa,Microarray//Northern blot,Functional MTI (Weak),16331254.0
MIRT000772,hsa-miR-200a-3p,hsa,G3BP2,9908.0,hsa,Microarray//Northern blot,Functional MTI (Weak),16331254.0
MIRT004400,hsa-miR-200a-3p,hsa,PSMD2,5708.0,hsa,Microarray//Northern blot,Functional MTI (Weak),16331254.0
MIRT000730,hsa-miR-200a-3p,hsa,BAP1,8314.0,hsa,Review,Functional MTI (Weak),19574400.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Review,Functional MTI (Weak),19574400.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,Review,Functional MTI (Weak),19574400.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Review,Functional MTI (Weak),19574400.0
MIRT000712,hsa-miR-146a-5p,hsa,IRAK1,3654.0,hsa,Western blot//Northern blot,Functional MTI,18504431.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,Western blot//Northern blot,Functional MTI,18504431.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Review,Functional MTI (Weak),19935707.0
MIRT000671,hsa-miR-182-5p,hsa,FOXO3,2309.0,hsa,Review,Functional MTI (Weak),19935707.0
MIRT000638,hsa-miR-146a-5p,hsa,FADD,8772.0,hsa,Luciferase reporter assay,Functional MTI,19965651.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20061417.0
MIRT000712,hsa-miR-146a-5p,hsa,IRAK1,3654.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20061417.0
MIRT000595,hsa-miR-28-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20190813.0
MIRT000592,hsa-miR-345-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20190813.0
MIRT004494,hsa-miR-134-5p,hsa,ABCC1,4363.0,hsa,qRT-PCR//Western blot//Northern blot,Functional MTI,20371173.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,qRT-PCR//flow//Luciferase reporter assay//Western blot,Functional MTI,20375304.0
MIRT000449,hsa-miR-146a-5p,hsa,TLR2,7097.0,hsa,qRT-PCR//flow//Luciferase reporter assay//Western blot,Functional MTI,20375304.0
MIRT004504,hsa-miR-148a-3p,hsa,RPS6KA5,9252.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20406806.0
MIRT004504,hsa-miR-148a-3p,hsa,RPS6KA5,9252.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20406806.0
MIRT004504,hsa-miR-148a-3p,hsa,RPS6KA5,9252.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20406806.0
MIRT001229,hsa-let-7b-5p,hsa,CDC34,997.0,hsa,Luciferase reporter assay,Functional MTI,19126550.0
MIRT001920,hsa-miR-146a-5p,hsa,BRCA1,672.0,hsa,Luciferase reporter assay,Functional MTI,18660546.0
MIRT001919,hsa-miR-146a-5p,hsa,BRCA2,675.0,hsa,Luciferase reporter assay,Functional MTI,18660546.0
MIRT004459,hsa-miR-146a-5p,hsa,NFKB1,4790.0,hsa,Luciferase reporter assay,Functional MTI,18504431.0
MIRT000945,hsa-miR-146a-5p,hsa,ROCK1,6093.0,hsa,Luciferase reporter assay,Functional MTI,18174313.0
MIRT000297,hsa-miR-148a-3p,hsa,HLA-G,3135.0,hsa,Luciferase reporter assay,Functional MTI,17847008.0
MIRT000020,hsa-miR-148a-3p,hsa,DNMT1,1786.0,hsa,Luciferase reporter assay,Functional MTI,20146264.0
MIRT001086,hsa-miR-182-5p,hsa,FOXO1,2308.0,hsa,Luciferase reporter assay,Functional MTI,19574223.0
MIRT001175,hsa-miR-200a-3p,hsa,CTNNB1,1499.0,hsa,Luciferase reporter assay,Functional MTI,19703993.0
MIRT000204,hsa-miR-200a-3p,hsa,DLX5,1749.0,hsa,Luciferase reporter assay,Functional MTI,19454767.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay,Functional MTI,18829540.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,Luciferase reporter assay,Functional MTI,18829540.0
MIRT004524,hsa-miR-200a-3p,hsa,WASF3,10810.0,hsa,Luciferase reporter assay,Functional MTI,19801681.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,Luciferase reporter assay,Functional MTI,19854497.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay,Functional MTI,19854497.0
MIRT001074,hsa-miR-370-3p,hsa,MAP3K8,1326.0,hsa,Luciferase reporter assay,Functional MTI,17621267.0
MIRT000020,hsa-miR-148a-3p,hsa,DNMT1,1786.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20483747.0
MIRT004535,hsa-miR-370-3p,hsa,CPT1A,1374.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20124555.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18568019.0
MIRT000006,hsa-miR-146a-5p,hsa,CXCR4,7852.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18568019.0
MIRT004549,hsa-miR-200a-3p,hsa,TFRC,7037.0,hsa,Northern blot,Functional MTI (Weak),19135902.0
MIRT003601,hsa-miR-182-5p,hsa,EP300,2033.0,hsa,Microarray,Functional MTI (Weak),19569050.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,qRT-PCR,Functional MTI (Weak),19854497.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,qRT-PCR,Functional MTI (Weak),19854497.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay,Functional MTI,19854497.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,qRT-PCR,Functional MTI (Weak),18759964.0
MIRT000712,hsa-miR-146a-5p,hsa,IRAK1,3654.0,hsa,qRT-PCR,Functional MTI (Weak),18759964.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,intrarenal expression,Functional MTI (Weak),19910931.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19931509.0
MIRT001175,hsa-miR-200a-3p,hsa,CTNNB1,1499.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19931509.0
MIRT002082,hsa-let-7b-5p,hsa,HMGA2,8091.0,hsa,Review,Functional MTI (Weak),20144549.0
MIRT000020,hsa-miR-148a-3p,hsa,DNMT1,1786.0,hsa,Luciferase reporter assay,Functional MTI,20146264.0
MIRT004614,hsa-let-7b-5p,hsa,IFNB1,3456.0,hsa,ELISA//Luciferase reporter assay//qRT-PCR,Functional MTI,20130213.0
MIRT002484,hsa-let-7b-5p,hsa,CCND1,595.0,hsa,immunoblot//Luciferase reporter assay//Northern blot//Western blot,Functional MTI,20133835.0
MIRT004618,hsa-let-7b-5p,hsa,NR2E1,7101.0,hsa,immunoblot//Luciferase reporter assay//Northern blot//Western blot,Functional MTI,20133835.0
MIRT004622,hsa-miR-200a-3p,hsa,ZFPM2,23414.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20005803.0
MIRT004622,hsa-miR-200a-3p,hsa,ZFPM2,23414.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20005803.0
MIRT004622,hsa-miR-200a-3p,hsa,ZFPM2,23414.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20005803.0
MIRT003336,hsa-miR-146a-5p,hsa,BRMS1,25855.0,hsa,Review,Functional MTI (Weak),20026422.0
MIRT003319,hsa-miR-146a-5p,hsa,FAF1,11124.0,hsa,GFP reporter assay//qRT-PCR,Functional MTI (Weak),20459811.0
MIRT003313,hsa-let-7b-5p,hsa,CDK4,1019.0,hsa,Review,Functional MTI (Weak),20179807.0
MIRT003198,hsa-miR-345-5p,hsa,ABCC1,4363.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20099276.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19854497.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19854497.0
MIRT004682,hsa-miR-324-3p,hsa,WNT9B,7484.0,hsa,Luciferase reporter assay,Functional MTI,19478946.0
MIRT004683,hsa-miR-324-3p,hsa,CREBBP,1387.0,hsa,Luciferase reporter assay,Functional MTI,19478946.0
MIRT004684,hsa-miR-324-3p,hsa,DVL2,1856.0,hsa,Luciferase reporter assay,Functional MTI,19478946.0
MIRT004698,hsa-miR-185-5p,hsa,CCNE1,898.0,hsa,Flow//Immunoblot//Microarray//qRT-PCR,Functional MTI (Weak),19688090.0
MIRT004700,hsa-miR-185-5p,hsa,CDK6,1021.0,hsa,Flow//Immunoblot//Microarray//qRT-PCR//Western blog,Functional MTI (Weak),19688090.0
MIRT004701,hsa-miR-185-5p,hsa,AKT1,207.0,hsa,Flow//Immunoblot//Microarray//qRT-PCR,Functional MTI (Weak),19688090.0
MIRT004702,hsa-miR-185-5p,hsa,HMGA2,8091.0,hsa,Flow//Immunoblot//Microarray//qRT-PCR,Functional MTI (Weak),19688090.0
MIRT004703,hsa-miR-185-5p,hsa,CORO2B,10391.0,hsa,Flow//Immunoblot//Microarray//qRT-PCR,Functional MTI (Weak),19688090.0
MIRT004459,hsa-miR-146a-5p,hsa,NFKB1,4790.0,hsa,qRT-PCR//Western blot,Functional MTI,20124483.0
MIRT004730,hsa-miR-146a-5p,hsa,EGFR,1956.0,hsa,qRT-PCR//Western blot,Functional MTI,20124483.0
MIRT004731,hsa-miR-146a-5p,hsa,MTA2,9219.0,hsa,qRT-PCR//Western blot,Functional MTI,20124483.0
MIRT000304,hsa-miR-146a-5p,hsa,IRAK2,3656.0,hsa,qRT-PCR//Western blot,Functional MTI,20124483.0
MIRT000955,hsa-miR-148a-3p,hsa,DNMT3B,1789.0,hsa,Microarray//qRT-PCR,Functional MTI (Weak),19435428.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,Immunoprecipitaion//Western blot//Communoprecipitaion,Functional MTI,19898489.0
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189.0,hsa,qRT-PCR//Western blot//Immunofluorescence,Functional MTI,19918258.0
MIRT000712,hsa-miR-146a-5p,hsa,IRAK1,3654.0,hsa,qRT-PCR//Western blot//Immunofluorescence,Functional MTI,19918258.0
MIRT003836,hsa-let-7b-5p,hsa,NRAS,4893.0,hsa,Immunohistochemistry//qRT-PCR,Functional MTI (Weak),19966857.0
MIRT002296,hsa-let-7b-5p,hsa,CDC25A,993.0,hsa,Immunohistochemistry//qRT-PCR,Functional MTI (Weak),19966857.0
MIRT004762,hsa-miR-103a-3p,hsa,CCNE1,898.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20886090.0
MIRT004764,hsa-miR-103a-3p,hsa,CDK2,1017.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20886090.0
MIRT004766,hsa-miR-103a-3p,hsa,CREB1,1385.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20886090.0
MIRT002082,hsa-let-7b-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,17437991.0
MIRT002082,hsa-let-7b-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,17437991.0
MIRT002082,hsa-let-7b-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,17437991.0
MIRT002082,hsa-let-7b-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,17437991.0
MIRT002082,hsa-let-7b-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,17437991.0
MIRT002082,hsa-let-7b-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,17437991.0
MIRT004844,hsa-miR-192-5p,hsa,BCL2,596.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004845,hsa-miR-192-5p,hsa,CDC7,8317.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19074876.0
MIRT004846,hsa-miR-192-5p,hsa,CUL5,8065.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19074876.0
MIRT004847,hsa-miR-192-5p,hsa,DLG5,9231.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004848,hsa-miR-192-5p,hsa,DTL,51514.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004849,hsa-miR-192-5p,hsa,ERCC3,2071.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004850,hsa-miR-192-5p,hsa,HOXA10,3206.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004851,hsa-miR-192-5p,hsa,HRH1,3269.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004852,hsa-miR-192-5p,hsa,LMNB2,84823.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19074876.0
MIRT004853,hsa-miR-192-5p,hsa,MAD2L1,4085.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19074876.0
MIRT004854,hsa-miR-192-5p,hsa,MCM10,55388.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004855,hsa-miR-192-5p,hsa,MIS12,79003.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004856,hsa-miR-192-5p,hsa,KIF20B,9585.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004857,hsa-miR-192-5p,hsa,PIM1,5292.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004858,hsa-miR-192-5p,hsa,PRPF38A,84950.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004859,hsa-miR-192-5p,hsa,RACGAP1,29127.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT004861,hsa-miR-192-5p,hsa,SMARCB1,6598.0,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876.0
MIRT001600,hsa-let-7b-5p,hsa,RDH10,157506.0,hsa,pSILAC//Luciferase reporter assay,Functional MTI,18668040.0
MIRT001606,hsa-let-7b-5p,hsa,POM121,9883.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001582,hsa-let-7b-5p,hsa,TYMS,7298.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005218,hsa-let-7b-5p,hsa,CIAO1,9391.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005219,hsa-let-7b-5p,hsa,NCAPG2,54892.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001595,hsa-let-7b-5p,hsa,SLC1A4,6509.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001621,hsa-let-7b-5p,hsa,IGF2BP1,10642.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001628,hsa-let-7b-5p,hsa,GRPEL2,134266.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001591,hsa-let-7b-5p,hsa,SLC25A32,81034.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001618,hsa-let-7b-5p,hsa,MARS2,92935.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001590,hsa-let-7b-5p,hsa,SNAP23,8773.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005221,hsa-let-7b-5p,hsa,DCTPP1,79077.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001612,hsa-let-7b-5p,hsa,NEDD4,4734.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001639,hsa-let-7b-5p,hsa,DHX57,90957.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005222,hsa-let-7b-5p,hsa,EDEM3,80267.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001596,hsa-let-7b-5p,hsa,SCYL1,57410.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001613,hsa-let-7b-5p,hsa,MTRR,4552.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001586,hsa-let-7b-5p,hsa,THBS1,7057.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001605,hsa-let-7b-5p,hsa,PPP1R7,5510.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001624,hsa-let-7b-5p,hsa,IFIT5,24138.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001588,hsa-let-7b-5p,hsa,SPRYD4,283377.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001643,hsa-let-7b-5p,hsa,CDKAL1,54901.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001634,hsa-let-7b-5p,hsa,FADS2,9415.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001592,hsa-let-7b-5p,hsa,SLC25A24,29957.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001583,hsa-let-7b-5p,hsa,TTC9C,283237.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005223,hsa-let-7b-5p,hsa,CHPF2,54480.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001650,hsa-let-7b-5p,hsa,ATP6V1F,9296.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001635,hsa-let-7b-5p,hsa,DUSP23,54935.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001617,hsa-let-7b-5p,hsa,MLLT1,4298.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001641,hsa-let-7b-5p,hsa,COMMD9,29099.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001638,hsa-let-7b-5p,hsa,DOCK5,80005.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005224,hsa-let-7b-5p,hsa,CCDC115,84317.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001636,hsa-let-7b-5p,hsa,DUSP12,11266.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001645,hsa-let-7b-5p,hsa,CARHSP1,23589.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001647,hsa-let-7b-5p,hsa,CALCOCO2,10241.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001620,hsa-let-7b-5p,hsa,IPO4,79711.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001609,hsa-let-7b-5p,hsa,PGRMC1,10857.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001640,hsa-let-7b-5p,hsa,CSNK1D,1453.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005225,hsa-let-7b-5p,hsa,ALG3,10195.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001652,hsa-let-7b-5p,hsa,ATAD3B,83858.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001580,hsa-let-7b-5p,hsa,UHRF1,29128.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005226,hsa-let-7b-5p,hsa,ARL15,54622.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001611,hsa-let-7b-5p,hsa,NXN,64359.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001604,hsa-let-7b-5p,hsa,PRIM1,5557.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001581,hsa-let-7b-5p,hsa,UGT8,7368.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001646,hsa-let-7b-5p,hsa,CAPG,822.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001654,hsa-let-7b-5p,hsa,AKAP8,10270.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001599,hsa-let-7b-5p,hsa,RHOB,388.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001642,hsa-let-7b-5p,hsa,CHMP2A,27243.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005227,hsa-let-7b-5p,hsa,MAP7D1,55700.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001637,hsa-let-7b-5p,hsa,DSP,1832.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005228,hsa-let-7b-5p,hsa,NAA25,80018.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001603,hsa-let-7b-5p,hsa,PTGS2,5743.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005229,hsa-let-7b-5p,hsa,NUDT19,390916.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005230,hsa-let-7b-5p,hsa,MGME1,92667.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001623,hsa-let-7b-5p,hsa,IFRD1,3475.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005231,hsa-let-7b-5p,hsa,RRP1B,23076.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT005232,hsa-let-7b-5p,hsa,GGCT,79017.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
MIRT001653,hsa-let-7b-5p,hsa,ANAPC1,64682.0,hsa,pSILAC,Functional MTI (Weak),18668040.0
