SYM,lfc,padj,dir
DUSP8P4,0.0,1.0,ns
DUSP8P5,0.14861446278128843,0.33834119436114224,ns
DUSP9,-0.008551110929429803,0.6431249297781559,ns
DUT,-0.03894628813733636,1.0,ns
DUTP1,0.0,1.0,ns
DUTP2,0.028050461069377912,0.5458802943585352,ns
DUTP3,0.0,1.0,ns
DUTP4,0.0,1.0,ns
DUTP5,-0.13147519039429617,0.6722600100326719,ns
DUTP6,0.027982292646429763,1.0,ns
DUTP7,0.011447648955296852,0.6208111571386364,ns
DUTP8,0.0,1.0,ns
DUX4,0.0,1.0,ns
DUX4L1,0.0,1.0,ns
DUX4L10,0.0,1.0,ns
DUX4L11,0.0,1.0,ns
DUX4L12,0.0,1.0,ns
DUX4L13,0.0,1.0,ns
DUX4L14,0.0,1.0,ns
DUX4L15,0.0,1.0,ns
DUX4L16,0.0,1.0,ns
DUX4L17,0.0,1.0,ns
DUX4L18,0.0,1.0,ns
DUX4L19,0.0,1.0,ns
DUX4L2,0.0,1.0,ns
DUX4L20,0.0,1.0,ns
DUX4L21,0.0,1.0,ns
DUX4L22,0.0,1.0,ns
DUX4L23,0.0,1.0,ns
DUX4L24,0.0,1.0,ns
DUX4L25,0.0,1.0,ns
DUX4L26,0.0648460074697593,0.1326314121440861,ns
DUX4L27,0.003164413137219351,0.6208111571386364,ns
DUX4L28,0.0,1.0,ns
DUX4L29,0.0,1.0,ns
DUX4L3,0.0,1.0,ns
DUX4L30,0.0,1.0,ns
DUX4L31,0.0,1.0,ns
DUX4L32,0.0055302762749602965,1.0,ns
DUX4L33,0.0,1.0,ns
DUX4L34,0.010646171305228418,0.5590139228415006,ns
DUX4L35,0.21362640228924776,0.03506105824376468,ns
DUX4L37,0.021727242402069892,0.22307342363509955,ns
DUX4L4,0.0,1.0,ns
DUX4L45,0.0,1.0,ns
DUX4L46,0.0,1.0,ns
DUX4L47,0.0,1.0,ns
DUX4L5,0.0,1.0,ns
DUX4L50,0.014163030355531774,0.7725342338359026,ns
DUX4L51,0.0,1.0,ns
DUX4L52,0.0,1.0,ns
DUX4L6,0.0,1.0,ns
DUX4L7,0.0,1.0,ns
DUX4L8,0.0,1.0,ns
DUX4L9,0.04293528321930217,0.40363144206506785,ns
DUXA,0.0,1.0,ns
DUXAP1,0.00989659822518918,0.6208111571386364,ns
DUXAP10,0.0,1.0,ns
DUXAP11,0.0,1.0,ns
DUXAP2,0.0,1.0,ns
DUXAP3,0.0,1.0,ns
DUXAP4,0.021443134689077763,0.5490774040142373,ns
DUXAP5,0.0,1.0,ns
DUXAP6,0.0,1.0,ns
DUXAP7,0.004780192726544179,0.609038867302918,ns
DUXAP8,0.01031793220209962,0.609038867302918,ns
DUXAP9,0.0,1.0,ns
DUXB,0.0,1.0,ns
DVL1,0.10405078204008911,0.9664457263261541,ns
DVL2,0.24757995345977468,0.33746522052575517,ns
DVL3,0.2743096278778472,0.08739176694177657,ns
DXO,-0.13944566830554472,0.609038867302918,ns
DYDC1,0.0,1.0,ns
DYDC2,0.0045556449836122335,0.6550817520822898,ns
DYM,-0.05603158941978936,0.7490874612554491,ns
DYNAP,0.0,1.0,ns
DYNC1H1,0.0800882118029369,0.6163402759343276,ns
DYNC1I1,0.038574147104553924,0.3540169429631268,ns
DYNC1I2,-0.05464700993703042,1.0,ns
DYNC1I2P1,-0.16388266826259335,0.38861049751280413,ns
DYNC1LI1,0.11506885238041553,0.2684455082059338,ns
DYNC1LI2,-0.27291770860785025,0.053827452857350494,ns
DYNC2H1,-0.26466883766883015,0.2351735436354752,ns
DYNC2LI1,-0.03927525003403609,1.0,ns
DYNLL1,0.03233422080078441,1.0,ns
DYNLL1P1,-0.24684733805376657,0.6208111571386364,ns
DYNLL1P2,0.0,1.0,ns
DYNLL1P3,-0.07697483337650662,1.0,ns
DYNLL1P4,0.1602001819454134,0.47656537424805306,ns
DYNLL1P5,0.0,1.0,ns
DYNLL1P6,0.0,1.0,ns
DYNLL1P7,-0.010352977480036774,1.0,ns
DYNLL2,0.24504217028987751,0.24094068475987612,ns
DYNLRB1,0.10256050078054457,0.9280189972573992,ns
DYNLRB2,-0.027018569732046496,1.0,ns
DYNLT1,0.5274987577332513,0.028650396696705025,ns
DYNLT3,-0.057805185259469205,1.0,ns
DYNLT3P1,0.009722360908939687,1.0,ns
DYNLT3P2,0.07582651644723781,1.0,ns
DYRK1A,0.13282149432534363,0.43480818835638313,ns
DYRK1B,-0.02066446046525061,1.0,ns
DYRK2,-0.37789095581718657,0.08984479465540646,ns
DYRK3,0.79230673063916,0.05144536425018011,ns
DYRK4,-0.13152243003669284,0.9377710298534536,ns
DYSF,0.16292117160718678,1.0,ns
DYTN,0.0,1.0,ns
DYX1C1,-0.22213124711213383,0.005986182452522096,ns
DYX1C1-CCPG1,-0.21690704291223462,0.35927869946464475,ns
DZANK1,-0.1731494895075486,0.019701817983543812,ns
DZIP1,0.005823271797364834,0.344354398215531,ns
DZIP1L,-0.5678585074680749,0.05331889063453178,ns
DZIP3,-0.021675642248516924,1.0,ns
E2F1,-0.2033407847988002,0.6282119260892925,ns
E2F2,-0.5127745402460477,0.20212554479083833,ns
E2F3,0.362819941581054,0.0036169149459207364,ns
E2F3-IT1,-0.15655230348643867,0.5170878750145128,ns
E2F3P1,0.010888699565816966,0.23880909479141782,ns
E2F3P2,-0.010509118422201827,1.0,ns
E2F4,0.198204192670977,0.5557153479709634,ns
E2F4P1,0.018828214512760545,0.9129833346488871,ns
E2F5,-0.04874963311441807,0.45887669070131426,ns
E2F6,0.05564413330418638,0.7279834197449738,ns
E2F6P1,0.011523211578366329,0.8258995932065039,ns
E2F6P2,0.0,1.0,ns
E2F6P3,0.0,1.0,ns
E2F6P4,0.0,1.0,ns
E2F7,0.06384163492959187,0.41910210178673973,ns
E2F8,-0.0923400194500512,0.3393347372567921,ns
E4F1,0.1400407793224021,0.6930956988596874,ns
EAF1,0.8468127107360544,0.0014111375972911562,up
EAF1-AS1,0.1419074006571929,0.0817365589806422,ns
EAF2,0.006125164691900942,1.0,ns
EAPP,0.0072785478724890496,1.0,ns
EARS2,-0.14736445933620002,0.7471320355254043,ns
EBAG9,0.07479725729927855,0.8502242519465131,ns
EBAG9P1,0.08673514283660211,0.9438171094380116,ns
EBF1,0.055271506160546865,0.367556594095446,ns
EBF2,0.0010270105264964858,0.6360866301399236,ns
EBF3,0.0,1.0,ns
EBF4,0.03053492528861578,0.31498419736720185,ns
EBI3,0.37943457875831654,0.6208111571386364,ns
EBLN1,0.00614720564817753,0.6431249297781559,ns
EBLN2,0.0031026892267680406,1.0,ns
EBLN3P,-0.4625780894411853,0.026184068164586283,ns
EBNA1BP2,0.12501709560201668,0.8293347682402796,ns
EBP,0.4252442281902966,0.3415261886444642,ns
EBPL,-0.3125288456576094,0.46027350738792083,ns
ECD,0.09972794426924159,0.21441010646636655,ns
ECE1,-0.1956345783482889,0.8696505866509806,ns
ECE2,0.17424517583081806,0.08448342488447001,ns
ECEL1,0.001640611380064861,0.6208111571386364,ns
ECEL1P1,0.0,1.0,ns
ECEL1P2,0.0,1.0,ns
ECEL1P3,0.0,1.0,ns
ECH1,0.0665112494146709,0.7054633984076034,ns
ECHDC1,-0.03420436211721878,1.0,ns
ECHDC2,-0.41801448207267544,0.06403701742471281,ns
ECHDC3,-0.08198728918362375,0.9724692903853471,ns
ECHS1,0.05413353787736597,1.0,ns
ECI1,-0.016823979614039253,1.0,ns
ECI2,-0.1453859492137899,0.7922968103364455,ns
ECM1,-0.3426732373111223,0.6256361190606734,ns
ECM1P1,0.0,1.0,ns
ECM1P2,0.0,1.0,ns
ECM2,0.0016396985777960317,0.6431249297781559,ns
ECSCR,-0.04662476669549379,0.5221647978418436,ns
ECSIT,0.012804047351965497,1.0,ns
ECT2,0.05231609903977885,0.8175669602115762,ns
ECT2L,0.005747381553955849,0.6431249297781559,ns
EDA,-0.060512098152076525,0.25632463540015354,ns
EDA2R,-0.07168535809634852,0.8592282530893076,ns
EDAR,0.0013340642090831085,0.6247228015502649,ns
EDARADD,0.089127464400372,0.21371286802654293,ns
EDC3,-0.08837122001694464,0.6305233999279931,ns
EDC4,0.10994866673737214,0.6438271069098144,ns
EDDM3A,-0.015938127295753234,0.6613453602876875,ns
EDDM3B,0.0,1.0,ns
EDDM3CP,0.019993951143053884,0.35234076822081645,ns
EDDM3DP,-0.02079414135502483,0.6431249297781559,ns
EDEM1,0.05995311597478947,0.9253186106008715,ns
EDEM2,0.21031583547463217,0.3229262112834752,ns
EDEM3,0.08054523627143206,0.6431249297781559,ns
EDF1,0.2552155544835246,0.5458802943585352,ns
EDIL3,-0.1441095505859983,0.2863092242215645,ns
EDN1,0.46931857145564143,0.08738979471850142,ns
EDN2,-0.0011860531867960546,1.0,ns
EDN3,0.0,1.0,ns
EDNRA,0.0,1.0,ns
EDNRB,-0.04916548474330734,0.46640499036309413,ns
EDNRB-AS1,-0.07857254604157897,0.3305274646686352,ns
EDRF1,-0.1842115794953214,0.24915429242308407,ns
EDRF1-AS1,0.0,1.0,ns
EEA1,0.04167505462414001,1.0,ns
EED,0.12389475690520602,0.524584990481909,ns
EEF1A1,0.04094653741078069,1.0,ns
EEF1A1P1,-0.4786739480735406,0.33831878978428387,ns
EEF1A1P10,-0.060358519246054954,0.8556228629183267,ns
EEF1A1P11,0.06674651047037616,1.0,ns
EEF1A1P12,-0.09111958354812266,0.6850096343933262,ns
EEF1A1P13,-0.12529141556965384,0.6208111571386364,ns
EEF1A1P14,-0.010472388892242529,1.0,ns
EEF1A1P15,-0.011043480857853996,0.6850096343933262,ns
EEF1A1P16,-0.15530691371538263,0.3226404941084017,ns
EEF1A1P17,-0.08803431747534701,0.49160611363606127,ns
EEF1A1P19,-0.16299419008535232,0.46946845170866386,ns
EEF1A1P2,-0.015916178720061503,0.7470987289577571,ns
EEF1A1P20,0.007310647806353065,0.6550817520822898,ns
EEF1A1P21,0.0024568600677077335,0.609038867302918,ns
EEF1A1P22,-0.08541382968107572,0.14520602214257844,ns
EEF1A1P24,-0.03482548433645964,0.3122648191697248,ns
EEF1A1P25,-0.052109947398242776,0.42614220940835107,ns
EEF1A1P26,0.004171401834506519,0.6208111571386364,ns
EEF1A1P27,0.011876784701044625,0.7137063643620194,ns
EEF1A1P28,-0.007346309010997865,1.0,ns
EEF1A1P29,-0.05982687107942217,1.0,ns
EEF1A1P3,-0.1864416558984643,0.3508194244491811,ns
EEF1A1P30,-0.0763614620958955,0.6878650703509683,ns
EEF1A1P31,0.018449323230705576,0.3414292208167506,ns
EEF1A1P32,-0.018467211400045713,0.4642173727444357,ns
EEF1A1P33,-0.0014476382367829832,1.0,ns
EEF1A1P34,0.0,1.0,ns
EEF1A1P36,-0.001589191334709937,1.0,ns
EEF1A1P37,0.0,1.0,ns
EEF1A1P38,-0.0005420370889741011,1.0,ns
EEF1A1P4,-0.03789847520240369,1.0,ns
EEF1A1P40,0.0,1.0,ns
EEF1A1P42,0.004067043542785468,0.6360070340421535,ns
EEF1A1P5,0.10019699342075405,1.0,ns
EEF1A1P6,-0.14444640587165536,0.6542924914424253,ns
EEF1A1P7,-0.012518299888077903,1.0,ns
EEF1A1P8,-0.13393960353357337,0.330948073912918,ns
EEF1A1P9,-0.0006602770491179744,1.0,ns
EEF1A2,0.02189200579163985,1.0,ns
EEF1AKMT1,-0.04290064157555229,1.0,ns
EEF1B2,0.1433387358722671,1.0,ns
EEF1B2P1,-0.01345203872306351,0.6431249297781559,ns
EEF1B2P2,0.25178265334303884,0.8801842010222424,ns
EEF1B2P3,0.20939503258415693,0.9582922538467528,ns
EEF1B2P4,-0.07809409168666777,0.6431249297781559,ns
EEF1B2P5,0.0,1.0,ns
EEF1B2P6,0.20132093815749866,0.6827683922868508,ns
EEF1B2P7,0.0,1.0,ns
EEF1B2P8,0.0,1.0,ns
EEF1D,0.023805621122618525,1.0,ns
EEF1DP1,-0.07803135140481787,1.0,ns
EEF1DP2,-0.11715311694975683,0.7325850567370195,ns
EEF1DP3,-0.19260871187638004,0.08347806569882014,ns
EEF1DP4,0.009360241525751864,1.0,ns
EEF1DP5,-0.17873725625264736,0.3548269613502977,ns
EEF1DP6,0.0,1.0,ns
EEF1DP7,-0.44557325514167945,0.0504273705813894,ns
EEF1DP8,-0.024938497824531895,0.7940188812934967,ns
EEF1E1,-0.07527449792300844,1.0,ns
EEF1E1-BLOC1S5,0.03801553052099482,1.0,ns
EEF1E1P1,0.039929813536574044,1.0,ns
EEF1G,-0.0032396608734952537,1.0,ns
EEF1GP1,-0.14511142595885174,0.7187145792089151,ns
EEF1GP2,-0.004862469947089382,1.0,ns
EEF1GP3,-0.015294813128211057,0.6431249297781559,ns
EEF1GP4,-0.007616129546721979,0.8514185781584636,ns
EEF1GP5,-0.020678061173193187,0.796237385219782,ns
EEF1GP6,0.0,1.0,ns
EEF1GP7,0.0,1.0,ns
EEF1GP8,-0.024952438534552056,0.3663299794166926,ns
EEF2,-0.11907011635437748,0.8948308340464229,ns
EEF2K,-0.1606906335706948,0.8536765112455393,ns
EEF2KMT,0.216583760474645,0.2024301183861318,ns
EEFSEC,-0.07259950137988902,0.6549380443724645,ns
EEPD1,-0.7857255037706699,0.010197339853841868,down
EFCAB1,0.0,1.0,ns
EFCAB10,0.18933651291614254,0.036112899167979745,ns
EFCAB11,-0.10024404482539528,0.6208111571386364,ns
EFCAB12,0.0016415256172808146,1.0,ns
EFCAB13,-0.2513874676033927,0.3052895627450076,ns
EFCAB14,-0.1749978928172231,0.47632692254863707,ns
EFCAB14-AS1,0.0065788984373937,0.609038867302918,ns
EFCAB14P1,-0.09257473504507785,0.8009140999678223,ns
EFCAB2,0.08855813595645962,0.5612822427431106,ns
EFCAB3,0.0,1.0,ns
EFCAB5,0.10314865208174645,0.14503559824836362,ns
EFCAB6,-0.013521553020486562,1.0,ns
EFCAB6-AS1,-0.00524594290897002,0.660365103178439,ns
EFCAB7,-0.22607959018350332,0.19000503302083055,ns
EFCAB8,0.17791609487894608,0.12989472842427285,ns
EFCAB9,0.028526048052097384,0.46603978006200164,ns
EFCC1,0.039358456920197786,0.31541976774420216,ns
EFEMP1,0.002551200158973414,0.6548998822125052,ns
EFEMP2,-0.0013754338111562348,1.0,ns
EFHB,0.007755475825997379,1.0,ns
EFHC1,-0.2339293004174916,0.05455577561833638,ns
EFHC2,0.049490293662811165,0.0070752124807352025,ns
EFHD1,0.01924216487902166,0.3052525866118199,ns
EFHD2,0.10753232295389292,1.0,ns
EFL1,-0.18412538631860942,0.21848254992883476,ns
EFNA1,0.2047208648466618,0.19413387585417285,ns
EFNA2,0.007912104728182923,0.6431249297781559,ns
EFNA3,-0.007002741170657911,1.0,ns
EFNA4,-0.16577422824766475,0.4605234473640977,ns
EFNA5,-0.0019188022794269035,0.6328718173191381,ns
EFNB1,-0.08548656280852795,1.0,ns
EFNB2,0.15518808547665883,0.37170242880743054,ns
EFNB3,-0.006933567209820868,0.45335417519572646,ns
EFR3A,0.09767399154489897,0.3767810538517407,ns
EFR3B,-0.13716000881754675,0.6623230425419935,ns
EFS,0.0,1.0,ns
EFTUD1P1,0.0,1.0,ns
EFTUD1P2,0.00124662547238618,1.0,ns
EFTUD2,-0.06625695833877776,1.0,ns
EGF,-0.0033577906403290357,1.0,ns
EGFEM1P,0.006626162333924774,0.6561393196761621,ns
EGFL6,0.0,1.0,ns
EGFL7,-0.020778144238126406,1.0,ns
EGFL8,-0.04108946800175517,1.0,ns
EGFLAM,0.0011298031991373505,0.6208111571386364,ns
EGFLAM-AS1,0.0,1.0,ns
EGFLAM-AS2,0.0,1.0,ns
EGFLAM-AS3,0.0,1.0,ns
EGFLAM-AS4,0.0,1.0,ns
EGFR,-0.004097029102391668,0.6431249297781559,ns
EGFR-AS1,0.0,1.0,ns
EGLN1,-0.03416680081943069,1.0,ns
EGLN1P1,-0.11551769970018588,0.7706416246807573,ns
EGLN2,0.05283968531548755,1.0,ns
EGLN3,0.006448057349234898,1.0,ns
EGLN3-AS1,0.0,1.0,ns
EGLN3P1,0.0,1.0,ns
EGOT,0.08086348690390943,0.3576933931171709,ns
EGR1,-0.10160141115028298,1.0,ns
EGR2,-0.25148187734469296,0.9367358741757759,ns
EGR3,0.3782946685496519,0.15471636691253596,ns
EGR4,0.06977379373744248,0.2935876518241654,ns
EHBP1,0.1401616864280788,0.10503629214627358,ns
EHBP1L1,-0.11725753325215305,0.7432249372091092,ns
EHD1,0.9275207156191163,0.000816431568149859,up
EHD2,-0.5523129903118419,0.2837323891330309,ns
EHD3,-0.2373003903072187,0.054043385615321446,ns
EHD4,-0.2024342486234083,0.657517720841539,ns
EHD4-AS1,0.0071492544362012755,0.6324321762195443,ns
EHF,-0.11218722564506017,0.0781176969261199,ns
EHHADH,-0.2710868822019936,0.18623467191877965,ns
EHHADH-AS1,0.0,1.0,ns
EHMT1,0.1595225111331131,0.1699752814124174,ns
EHMT2,-0.08465066741548011,0.9383165983254649,ns
EHMT2-AS1,0.0,1.0,ns
EI24,0.3142499348777461,0.3153993255016879,ns
EI24P1,-0.04186947457256899,0.4330805393868762,ns
EI24P2,0.0632512530000259,0.4932997515831534,ns
EI24P3,0.015450145448540207,0.29041155304964916,ns
EI24P4,0.008631164047630558,0.6208111571386364,ns
EID1,-0.6195865288719906,0.054043385615321446,ns
EID2,-0.12673446573324565,0.6324321762195443,ns
EID2B,-0.09777210718497104,0.29020171179065235,ns
EID3,-0.4595591329348714,0.2755530479913025,ns
EIF1,-0.1609982296404473,0.6431249297781559,ns
EIF1AD,0.2062722056628412,0.1664929708109768,ns
EIF1AX,-0.09816087264628037,0.882669125182604,ns
EIF1AX-AS1,0.0,1.0,ns
EIF1AXP1,0.3347188879814351,0.3754467724128937,ns
EIF1AXP2,0.0,1.0,ns
EIF1AY,0.5508994819783355,0.8154418405345271,ns
EIF1B,0.048979513647907424,1.0,ns
EIF1B-AS1,-0.010667519875213416,1.0,ns
EIF1P1,-0.010609290921743952,1.0,ns
EIF1P2,0.02722534864868779,0.6548998822125052,ns
EIF1P3,0.044887263442710434,1.0,ns
EIF1P4,-0.13642780037996918,0.23231040713530432,ns
EIF1P5,-0.04191269226011163,1.0,ns
EIF1P6,0.018484371448049264,1.0,ns
EIF1P7,0.0,1.0,ns
EIF2A,-0.1844104320301021,0.31237907106027624,ns
EIF2AK1,-0.045677665990861094,0.8399555149114528,ns
EIF2AK2,-0.31488456359522354,0.23105081026650062,ns
EIF2AK3,0.5769405559063463,0.011223347826131819,ns
EIF2AK4,-0.05344848582878692,1.0,ns
EIF2AP4,0.0026571040957293554,0.6247228015502649,ns
EIF2B1,-0.35941732898003886,0.2947282768413289,ns
EIF2B2,0.05540615286700956,0.925445183795819,ns
EIF2B3,0.06266175419411724,0.9879244763107428,ns
EIF2B4,0.04138887555041393,0.8823961837713568,ns
EIF2B5,0.23013567931438406,0.21877110012909937,ns
EIF2D,-0.25442493152228884,0.1724985093211931,ns
EIF2S1,0.27041053585304464,0.0606464849017114,ns
EIF2S2,0.33732044724377586,0.10578628326439461,ns
EIF2S2P2,0.10907026017260552,0.5852491081660336,ns
EIF2S2P3,0.16844498233130445,0.21677055514937735,ns
EIF2S2P4,0.43244734269906626,0.22468680005630717,ns
EIF2S2P5,0.004680290008319472,0.609038867302918,ns
EIF2S3,-0.31712749530455664,0.04339075136700552,ns
EIF2S3L,-0.19845969353975867,0.25277758515058923,ns
EIF3A,-0.14260342008725768,0.15651176177107357,ns
EIF3B,0.23004131059944122,0.4785080106809978,ns
EIF3C,0.0013966910046350756,1.0,ns
EIF3CL,0.010774337409997852,0.27953423236102337,ns
EIF3D,-0.03881518262265882,1.0,ns
EIF3E,-0.34140313337674044,0.21858188824356053,ns
EIF3EP1,-0.1757636342754465,0.6208111571386364,ns
EIF3EP2,-0.015942651238677944,0.4883569649058119,ns
EIF3F,-0.12873647449416925,0.6461706590840882,ns
EIF3FP1,0.006721553840059229,1.0,ns
EIF3FP3,0.006624237479028849,1.0,ns
EIF3G,0.2243668027331447,0.3485815689640393,ns
EIF3H,-0.17731468445970666,0.44809560583282937,ns
EIF3I,0.177490497037744,0.6431249297781559,ns
EIF3IP1,0.013240667793474215,1.0,ns
EIF3J,0.32480762088511783,0.060746111729171555,ns
EIF3J-AS1,0.19786172285491788,0.17161122876326063,ns
EIF3K,-0.06397088503286064,0.977032841405465,ns
EIF3KP1,-0.041088643331670394,1.0,ns
EIF3KP2,-0.09037327406509041,0.6431249297781559,ns
EIF3KP3,-0.053320375489777194,0.6431249297781559,ns
EIF3L,-0.24538505953419953,0.3611169380187663,ns
EIF3LP1,-0.05849760494081435,1.0,ns
EIF3LP2,-0.41826576553200745,0.2378304507730177,ns
EIF3LP3,0.08886684024016131,0.8809198860164136,ns
EIF3M,-0.08624776007396395,0.7731901495580499,ns
EIF4A1,0.17204656262394113,0.6999972171779082,ns
EIF4A1P1,0.026001999754493625,0.23588596367439815,ns
EIF4A1P10,0.23384614089597244,0.6219720858893132,ns
EIF4A1P2,0.6652006912073698,0.42314957598066355,ns
EIF4A1P4,0.026679570200527802,1.0,ns
EIF4A1P5,0.0007087059846772048,1.0,ns
EIF4A1P6,-0.03941458654595248,1.0,ns
EIF4A1P7,-0.027760157456923507,1.0,ns
EIF4A1P8,0.004923781973362594,1.0,ns
EIF4A1P9,-0.02798110883460686,1.0,ns
EIF4A2,-0.031525127060866076,1.0,ns
EIF4A2P1,-0.0410057534448669,1.0,ns
EIF4A2P2,-0.009001243143989313,1.0,ns
EIF4A2P3,-0.07642007537078843,0.6771949890908772,ns
EIF4A2P4,-0.14218645292263377,0.77318830996224,ns
EIF4A2P5,0.0,1.0,ns
EIF4A3,0.3553211792499331,0.05455577561833638,ns
EIF4A3P1,0.0,1.0,ns
EIF4B,-0.2224605059254845,0.6208111571386364,ns
EIF4BP1,0.018571279124274163,1.0,ns
EIF4BP2,-0.0016899193330423001,1.0,ns
EIF4BP3,-0.27328271644335733,0.3042493247455896,ns
EIF4BP4,0.0,1.0,ns
EIF4BP5,0.02184642660366738,0.3631663582740297,ns
EIF4BP6,-0.2686719804899711,0.28207796765450016,ns
EIF4BP7,-0.411287857988895,0.0729282729907548,ns
EIF4BP8,-0.2310285768691742,0.11008116940419241,ns
EIF4BP9,-0.05335882936976999,1.0,ns
EIF4E,-0.02994142425786006,0.8067406196425642,ns
EIF4E1B,0.0,1.0,ns
EIF4E2,-0.15555084130924568,0.501842125795883,ns
EIF4E2P1,0.0,1.0,ns
EIF4E2P2,-0.3201094686987257,0.3221705223395333,ns
EIF4E3,-0.1384583937997076,0.6431249297781559,ns
EIF4EBP1,-0.13613326397169834,0.8241668077484824,ns
EIF4EBP1P1,0.011457792099843276,0.6208111571386364,ns
EIF4EBP2,-0.14459036765773092,0.6550817520822898,ns
EIF4EBP2P1,0.0,1.0,ns
EIF4EBP2P2,0.021371268513290458,0.6431249297781559,ns
EIF4EBP2P3,0.0,1.0,ns
EIF4EBP3,0.32314760700882905,0.1933056026530894,ns
EIF4ENIF1,0.16828807333195694,0.23231172175643816,ns
EIF4EP1,-0.034367499898816004,0.6437277398089514,ns
EIF4EP2,0.14764930408439536,0.8059295250543383,ns
EIF4EP3,0.0,1.0,ns
EIF4EP4,0.0,1.0,ns
EIF4EP5,-0.014378815169069045,0.6431249297781559,ns
EIF4G1,0.10183499928764395,0.9386168442595858,ns
EIF4G2,0.14779882552063306,0.39626474674575435,ns
EIF4G3,-0.1087118265386251,0.4011181027202328,ns
EIF4H,0.0985836518562504,0.8040116810175103,ns
EIF4HP1,0.005673176568673721,1.0,ns
EIF4HP2,0.01825392690113689,1.0,ns
EIF5,0.3691884676032853,0.03323906776947692,ns
EIF5A,0.5512355665163593,0.2682191352614233,ns
EIF5A2,-0.056487501577764276,0.6431249297781559,ns
EIF5A2P1,-0.005121030741352228,1.0,ns
EIF5AL1,0.44019199868221265,0.24550666106486282,ns
EIF5AP2,0.061111823091816155,0.10688528244438708,ns
EIF5AP3,-0.24534572097252072,0.46529315510690844,ns
EIF5AP4,-0.01965749991844953,0.6431249297781559,ns
EIF5B,0.09487883970413558,0.5534752482002404,ns
EIF5P1,0.3230417421788814,0.18301977454847543,ns
EIF5P2,0.0045727987781267925,0.6208111571386364,ns
EIF6,0.03810794388723959,1.0,ns
ELAC1,0.03484911495556364,1.0,ns
ELAC2,-0.03724363954626364,1.0,ns
ELANE,-0.007844977484174261,1.0,ns
ELAVL1,0.13551920084442193,0.31842491132507755,ns
ELAVL2,-0.007212545033996149,0.970512470243925,ns
ELAVL3,0.004989526886222346,1.0,ns
ELAVL4,-0.000833447972409215,1.0,ns
ELDR,0.0,1.0,ns
ELF1,-0.21984064559410754,0.022181185603683873,ns
ELF2,0.04004209823638405,1.0,ns
ELF2P3,-0.013874906496581234,0.5834749199796594,ns
ELF3,-0.012388616500368328,1.0,ns
ELF3-AS1,0.0,1.0,ns
ELF4,0.49752979976429623,0.01723362428588843,ns
ELF5,0.0014372625606052724,0.6069447759534093,ns
ELFN1,0.011994392712553266,0.4243479840764554,ns
ELFN1-AS1,0.007355754310433474,0.6208111571386364,ns
ELFN2,0.004973723389624485,1.0,ns
ELK1,0.5233811423477848,0.04917389775397212,ns
ELK1P1,0.0,1.0,ns
ELK2AP,0.0,1.0,ns
ELK2BP,0.015400665259130142,1.0,ns
ELK3,0.039389250892134964,1.0,ns
ELK4,-0.19224672113610097,0.19235292491746572,ns
ELL,0.44529004605253064,0.2949811199668444,ns
ELL2,-0.1969494654416577,0.9344122513157828,ns
ELL2P1,0.15670274924054228,0.8437200458403489,ns
ELL2P2,0.0,1.0,ns
ELL2P3,0.0,1.0,ns
ELL2P4,0.0,1.0,ns
ELL3,0.0542368505759544,0.8757973034373224,ns
ELMO1,-0.60276482566529,0.06150751697942241,ns
ELMO1-AS1,-0.02782446195446428,0.6604866570163538,ns
ELMO2,0.4399335424037667,0.002068458096445851,ns
ELMO2P1,0.0,1.0,ns
ELMO3,0.179728863699674,0.049557747085753646,ns
ELMOD1,0.003657302860703719,0.6550817520822898,ns
ELMOD2,-0.256093922952362,0.21848254992883476,ns
ELMOD3,0.16874032967792174,0.48594960346949734,ns
ELMSAN1,-0.10020248391830311,0.7595215654856232,ns
ELN,0.0,1.0,ns
ELOA,0.2683405516319106,0.2263724462317754,ns
ELOA-AS1,-0.19223535473802522,0.1489162231687547,ns
ELOA2,-0.00304678263534183,0.9998274844992556,ns
ELOA3,0.0,1.0,ns
ELOA3B,0.0,1.0,ns
ELOA3C,0.0,1.0,ns
ELOA3D,0.0,1.0,ns
ELOB,0.06725983036806316,1.0,ns
ELOBP1,0.036010354766279305,0.1694145509815515,ns
ELOBP2,-0.24121648293090103,0.609038867302918,ns
ELOBP3,0.0,1.0,ns
ELOBP4,0.0,1.0,ns
ELOC,0.3124513846357262,0.2878084914677066,ns
ELOCP10,0.0,1.0,ns
ELOCP11,0.0,1.0,ns
ELOCP12,0.0,1.0,ns
ELOCP13,0.0,1.0,ns
ELOCP14,0.0,1.0,ns
ELOCP15,0.0,1.0,ns
ELOCP16,0.0,1.0,ns
ELOCP17,0.0,1.0,ns
ELOCP18,0.0,1.0,ns
ELOCP19,-0.12700875050759564,0.6862310155557513,ns
ELOCP2,0.4773962642018337,0.3304058066873521,ns
ELOCP20,-0.02818229494683745,0.6431249297781559,ns
ELOCP21,0.035045384087935685,0.43683018150824526,ns
ELOCP22,0.0,1.0,ns
ELOCP23,0.0,1.0,ns
ELOCP24,0.0,1.0,ns
ELOCP26,0.0,1.0,ns
ELOCP28,0.0,1.0,ns
ELOCP29,0.07550278511168937,0.5712767793722812,ns
ELOCP3,-0.007439362690625333,1.0,ns
ELOCP30,0.0,1.0,ns
ELOCP31,-0.031109624932451865,0.6603051469089408,ns
