SYM,lfc,padj,dir
AC005625.1,0.019045731446624824,0.6208111571386364,ns
AC005626.3,0.0,1.0,ns
AC005682.5,-0.3132697485788434,0.3501092947913612,ns
AC005682.6,0.0661151826752964,0.15080045588919147,ns
AC005703.2,0.0,1.0,ns
AC005703.3,0.0,1.0,ns
AC005722.4,0.0,1.0,ns
AC005730.2,-0.04485711790364206,0.6420317993187101,ns
AC005740.3,0.0,1.0,ns
AC005740.4,-0.06433763398231454,0.9775914469227945,ns
AC005740.5,0.0,1.0,ns
AC005740.6,0.006480856181725253,1.0,ns
AC005741.2,0.0,1.0,ns
AC005752.10,0.0,1.0,ns
AC005753.1,-0.014608142009038571,0.6431249297781559,ns
AC005754.7,0.0,1.0,ns
AC005754.8,0.0,1.0,ns
AC005757.6,0.0,1.0,ns
AC005758.1,0.005282174780000952,0.609038867302918,ns
AC005772.2,0.0,1.0,ns
AC005775.2,-0.05053916894361938,0.48333537195671283,ns
AC005776.1,0.11755159937112497,0.9735671091495867,ns
AC005779.2,0.5577169961247594,0.02758662832953207,ns
AC005780.1,0.0,1.0,ns
AC005785.2,0.05079400084213636,0.609038867302918,ns
AC005785.5,0.13078548241434118,0.25725392704029487,ns
