entrez,lfc,padj,SYM,dir
101060341,-0.6769250510267497,0.2548303927654399,LOC101060341,ns
101060351,-0.17928517962956647,0.6633645580183525,TBC1D3K,ns
101060376,-0.4011022558657764,0.33830821432336416,TBC1D3L,ns
101060389,-0.4212077995622998,0.4764302865326216,TBC1D3D,ns
101060684,-0.732631199240398,0.13844698220214105,NBPF26,ns
10107,-0.2997546619615976,0.3537407557346293,TRIM10,ns
10109,-0.05665491126822708,0.6944874702219144,ARPC2,ns
10111,0.5784632343896838,0.007230699809095621,RAD50,ns
10112,2.2313958241281533,3.490240435663177e-05,KIF20A,up
10113,1.1199392182730605,0.000717212235231076,PREB,up
10114,-0.6116737461641755,0.008838427287747934,HIPK3,down
10116,-0.1909601747012175,0.2906228929840218,FEM1B,ns
10120,-0.5086785710993666,0.0004174846929451859,ACTR1B,ns
10121,0.16241105989970883,0.15183609670880627,ACTR1A,ns
10123,-0.8985089704896048,0.008300244077956133,ARL4C,down
10124,-0.4306892234425126,0.23503800570874897,ARL4A,ns
10125,-0.5650493787229305,0.0566153536014196,RASGRP1,ns
10126,-0.5534350370698116,0.00019743714198762618,DNAL4,ns
10127,-0.2785989018552719,0.029823107057709537,ZNF263,ns
10128,0.1522604265418952,0.5496362129706919,LRPPRC,ns
10129,-1.2361693431240042,0.0018750312482570795,FRY,down
10130,1.5670700485367686,0.00031989439593539166,PDIA6,up
10131,0.7502245050263241,0.0034003327811695143,TRAP1,up
10133,0.020580432548229055,0.9314855643370756,OPTN,ns
10134,-0.07018816449698662,0.5825727527114729,BCAP31,ns
10135,-0.20704228974954653,0.8283703917440126,NAMPT,ns
10137,0.16282040569986655,0.35359612690074793,RBM12,ns
10138,0.165337547286331,0.08777632168188666,YAF2,ns
10139,0.03968389034961284,0.7775538146009238,ARFRP1,ns
10140,-0.8509961398586015,0.01210650408514594,TOB1,down
101410538,-0.7258706196518467,0.03722034382459982,MMP24OS,down
10142,0.2552769520913323,0.04598186012029217,AKAP9,ns
10144,-0.6028320681136377,0.03809668430333535,FAM13A,down
10146,0.8163880620222557,0.014851127183719014,G3BP1,up
10147,-0.07845028344792837,0.678650605496863,SUGP2,ns
10148,0.40384469242049637,0.13266518306032282,EBI3,ns
10150,0.19057209498750716,0.5453340329839014,MBNL2,ns
10152,-0.45136044003257325,0.00529843754689721,ABI2,ns
10153,0.41055994049825806,0.13250261346999256,CEBPZ,ns
10154,-0.3348574441185992,0.4450468987529964,PLXNC1,ns
10155,0.18344414421552813,0.2679416551292224,TRIM28,ns
10156,-1.045982764332802,0.0012011422688355193,RASA4,down
10157,-0.1706784494590723,0.4412852791738628,AASS,ns
10158,-1.243164865127306,0.04138381098492192,PDZK1IP1,down
10159,-0.26295269124577025,0.08241034975074467,ATP6AP2,ns
10161,-0.00402540810237717,0.9928931473871514,LPAR6,ns
10162,-0.006605547057425554,0.978084995329762,LPCAT3,ns
10163,-0.46234190488210203,0.012670363942964556,WASF2,ns
