symbol,rho_DENV,padj_DENV,rho_ZIKV,padj_ZIKV,direction,mean_abs_rho,in_DE_core
ATP5MC1,-0.25365975089361276,1.0749762475518715e-13,-0.6237065720978323,1.7733227809303003e-46,down_with_progression,0.4386831614957225,False
FABP5,-0.3348730771568161,6.4940080355787955e-24,-0.5408118526488828,5.585560446319603e-33,down_with_progression,0.4378424649028494,False
LDHA,-0.48559637156694696,2.4885810177889584e-53,-0.3899016294094406,4.3224277089122403e-16,down_with_progression,0.43774900048819376,False
ZFAND2A,0.3696068280228794,2.361699156740714e-29,0.5016949171367653,9.290253986145676e-28,up_with_progression,0.4356508725798224,False
CHAC1,0.4775046036828835,2.4479481913356452e-51,0.3933791176960921,2.1552793060793963e-16,up_with_progression,0.43544186068948776,False
MARS1,0.33210897079119056,1.6418363904632437e-23,0.5379252442445116,1.40345288920496e-32,up_with_progression,0.43501710751785105,False
HBP1,0.32909223435257284,4.449953440112639e-23,0.5357098109310316,2.837291470977438e-32,up_with_progression,0.43240102264180225,False
DYNLL1,-0.3260990688847463,1.1799883427999806e-22,-0.5372899668684755,1.7146302378624586e-32,down_with_progression,0.43169451787661095,False
AARS1,0.4019575235342062,4.0924191629934143e-35,0.4535917727288983,3.2823528483436727e-22,up_with_progression,0.42777464813155225,False
TOMM5,-0.2597734311598013,2.4430175210404943e-14,-0.5916152738954799,8.981621066511977e-41,down_with_progression,0.42569435252764054,False
HMGB1P5,-0.32026327352169964,7.914528025583258e-22,-0.5301592141647073,1.6378551479364844e-31,down_with_progression,0.4252112438432035,False
TPI1,-0.4307075235464679,7.97341152290723e-41,-0.41956399169980674,8.796504291254671e-19,down_with_progression,0.4251357576231373,False
PLPP5,0.5245480747409379,1.0317484768403998e-63,0.32571026541999065,3.393156512718975e-11,up_with_progression,0.42512917008046425,False
C12orf57,0.35244972830745175,1.432400822220426e-26,0.4954439573768943,5.382886734141561e-27,up_with_progression,0.423946842842173,False
SLC7A11,0.44110604038487905,4.9462903363513336e-43,0.4061251101297049,1.5774703181649937e-17,up_with_progression,0.423615575257292,False
H2AZ1,-0.24647049072712857,6.002349009412791e-13,-0.6000746796164933,3.1314822919069493e-42,down_with_progression,0.42327258517181093,False
MAP1LC3B,0.35919167300382543,1.1663868005577771e-27,0.4849996408751374,9.183761036940394e-26,up_with_progression,0.4220956569394814,False
CEBPG,0.39086434581873714,4.508785462696627e-33,0.45328982596228984,3.5269438078789445e-22,up_with_progression,0.4220770858905135,False
PCNA,-0.3892006741912272,9.005462866332167e-33,-0.4543821402608189,2.7195926195152834e-22,down_with_progression,0.42179140722602304,False
CHIC2,0.2752023017620106,4.590331102682668e-16,0.5642438893929215,2.3051169948042753e-36,up_with_progression,0.419723095577466,False
PDIA3,0.47296824219607264,2.9963591977873744e-50,0.36517994039760754,4.5620629467084036e-14,up_with_progression,0.4190740912968401,False
ISG20,0.4356609412103956,7.41089559273633e-42,0.40208276132408194,3.653930497540571e-17,up_with_progression,0.4188718512672388,False
HM13,0.3517816205896364,1.8056253513231802e-26,0.4850160239180086,9.183761036940394e-26,up_with_progression,0.4183988222538225,False
NCBP2AS2,-0.3595918446008285,1.013293458486496e-27,-0.4768847950651817,8.311787965278174e-25,down_with_progression,0.4182383198330051,False
HYAL2,-0.3648373720077041,1.450057106309457e-28,-0.46836708254235493,7.738730972212083e-24,down_with_progression,0.4166022272750295,False
GADD45A,0.2941959425737396,2.380633183085884e-18,0.5383256949137311,1.2434781022146355e-32,up_with_progression,0.41626081874373533,False
SESN2,0.36152403460457305,5.008694228435515e-28,0.47016032981898026,4.8330263158604116e-24,up_with_progression,0.41584218221177666,False
SLC43A1,0.27076885951269913,1.480435485092831e-15,0.5596377868450866,1.1304630479683207e-35,up_with_progression,0.41520332317889286,False
HYOU1,0.4840373505401321,5.881719879634937e-53,0.34542469047630425,1.3959268036760874e-12,up_with_progression,0.4147310205082182,False
PLIN2,0.27283854534441043,8.636908425770353e-16,0.5523944487606367,1.236457619716769e-34,up_with_progression,0.41261649705252357,False
SNHG32,0.4221175228182033,4.548035256351079e-39,0.40227422277039615,3.5293422907279804e-17,up_with_progression,0.4121958727942997,False
NANS,0.44478313075958875,7.934845478468624e-44,0.37910353172557704,3.455688984856176e-15,up_with_progression,0.41194333124258287,False
TFG,0.36895547797964556,3.035953776029264e-29,0.45242281183104466,4.33127214631081e-22,up_with_progression,0.41068914490534514,False
PPP1R15A,0.29864844316204747,6.439092532165432e-19,0.522457848267803,1.780086168855344e-30,up_with_progression,0.4105531457149252,False
ERP44,0.4131112778498085,2.988901413117936e-37,0.40751523271594936,1.1837571363483245e-17,up_with_progression,0.41031325528287893,False
DBI,-0.3396250695165324,1.3006086319921947e-24,-0.4799331055731108,3.688360523310632e-25,down_with_progression,0.4097790875448216,False
ATP5MC3,-0.3281862893663263,5.992074829594801e-23,-0.48895664584500975,3.168884068040373e-26,down_with_progression,0.40857146760566804,False
HMGN2P5,-0.29172168860855024,4.8214750511595895e-18,-0.5253150641375184,7.413690859454441e-31,down_with_progression,0.40851837637303434,False
DNAJC3,0.5098394191269534,1.2852138022176637e-59,0.30541413138456575,6.886204214364921e-10,up_with_progression,0.4076267752557596,False
HMGB1P6,-0.2547100903685683,8.339404173827479e-14,-0.5579278428847344,1.96411257079938e-35,down_with_progression,0.40631896662665135,False
CISD2,0.45340412766416255,1.0010205238256727e-45,0.35820433745285957,1.5526755503453958e-13,up_with_progression,0.40580423255851106,False
PHGDH,0.2508418925994569,2.1163244735043476e-13,0.5576492596809839,2.1258695163202275e-35,up_with_progression,0.4042455761402204,False
IMP3,-0.3044187687250253,1.157079515172247e-19,-0.4996399322743438,1.700341540313324e-27,down_with_progression,0.4020293504996846,False
PCK2,0.2398855825994578,2.6830251769069762e-12,0.5627277453591879,3.832700469022458e-36,up_with_progression,0.40130666397932285,False
CD24,-0.31413192010443286,5.678874965994214e-21,-0.4880305325130834,4.0420638112344795e-26,down_with_progression,0.40108122630875814,False
TUBE1,0.3348153568408935,6.5958146115491976e-24,0.4671967661768213,1.0340166875442362e-23,up_with_progression,0.4010060615088574,False
OSTC,0.5569662886331329,1.861485010020775e-73,0.24500705636608924,1.4202772937371388e-06,up_with_progression,0.40098667249961106,False
CLGN,0.4007791191656458,6.693162765715857e-35,0.3951908031989017,1.5153508638044756e-16,up_with_progression,0.3979849611822738,False
DERL2,0.5052932661436689,2.108709075400205e-58,0.28910329239770605,6.6163668698393395e-09,up_with_progression,0.39719827927068746,False
TSC22D3,0.21407962242331366,6.466599498655609e-10,0.5788019049175875,1.1000195871546315e-38,up_with_progression,0.3964407636704506,False
MAT2A,-0.3006573399934328,3.52223350283102e-19,-0.4909506857605379,1.838797055154617e-26,down_with_progression,0.39580401287698536,False
SNRPE,-0.2737532258770848,6.776178430670586e-16,-0.515489127139725,1.5226790014237933e-29,down_with_progression,0.3946211765084049,False
CANX,0.4020763667681446,3.964405078377558e-35,0.3853981813791438,1.0362968332577897e-15,up_with_progression,0.39373727407364423,False
CENPW,-0.2412341367134054,1.979475669168949e-12,-0.5452908708852913,1.2958606533046404e-33,down_with_progression,0.39326250379934835,False
SPCS2,0.5033748298308567,6.519220770114797e-58,0.2826176402952041,1.5514375648314415e-08,up_with_progression,0.3929962350630304,False
SNHG17,0.2671023705899466,3.80947334721876e-15,0.51719993334697,9.277187934833637e-30,up_with_progression,0.3921511519684583,False
ERLEC1,0.4345014597228963,1.2630796663761888e-41,0.34894752468549783,7.629593717428266e-13,up_with_progression,0.39172449220419703,False
GFPT1,0.36969227204905464,2.2998849660926142e-29,0.41051949596397586,6.210944891789831e-18,up_with_progression,0.39010588400651525,False
COQ10B,0.28348354506981976,4.881643385309171e-17,0.4929762040016898,1.0459078055048998e-26,up_with_progression,0.38822987453575475,False
SELENOF,0.41174135787299576,5.486799054783931e-37,0.36458095859160267,5.063343804939099e-14,up_with_progression,0.38816115823229924,False
BET1,0.45474563183992245,5.1977904490150666e-46,0.3213165168150197,6.638077586343808e-11,up_with_progression,0.3880310743274711,False
HMGN3,-0.24019413203323098,2.5003012999543606e-12,-0.5314411350688941,1.1004273413413536e-31,down_with_progression,0.3858176335510626,False
CLSPN,-0.38248563131035135,1.3924302525323946e-31,-0.3886396144718579,5.446043918427434e-16,down_with_progression,0.38556262289110466,False
ERO1B,0.3947208497241721,8.886331800808482e-34,0.3756735210919062,6.554243308929054e-15,up_with_progression,0.38519718540803916,True
PDIA6,0.3954874171741401,6.431271399596878e-34,0.3660012413117607,3.9489094574969326e-14,up_with_progression,0.38074432924295043,False
SRP19,0.34950073140490223,4.139064134378471e-26,0.41111250581164815,5.4839199835267454e-18,up_with_progression,0.3803066186082752,False
TMEM97,-0.38306643417825187,1.102544216807326e-31,-0.3774412979017663,4.744288384025213e-15,down_with_progression,0.3802538660400091,False
NRBF2,0.21099811249986825,1.1863971239704377e-09,0.5491888464841851,3.5628496219840512e-34,up_with_progression,0.38009347949202665,False
SUMO2,-0.31341017367516844,7.148249268966969e-21,-0.4453672047781741,2.457148280548361e-21,down_with_progression,0.37938868922667124,False
RPS26,-0.24207838073537213,1.6293470039754706e-12,-0.5150269355745309,1.7418499474171626e-29,down_with_progression,0.37855265815495154,False
MRPL11,-0.24714359795762308,5.130343572497777e-13,-0.5093665050575388,9.496367329913634e-29,down_with_progression,0.37825505150758093,False
TARS1,0.29989355821668473,4.4402874821354025e-19,0.4565768522041884,1.5918866628810282e-22,up_with_progression,0.3782352052104366,False
RANBP1,-0.2618287910844698,1.4627839099441478e-14,-0.49250535953606794,1.1900054905252413e-26,down_with_progression,0.3771670753102689,False
XBP1,0.3204781720698764,7.427197132192527e-22,0.4332912700069527,4.270188688171525e-20,up_with_progression,0.3768847210384145,False
TVP23B,0.32165354163861093,5.121860517145165e-22,0.43190812506793796,5.832891085597043e-20,up_with_progression,0.37678083335327445,False
CARS1,0.24092491027468288,2.119135602010724e-12,0.5120298836785616,4.2987755721459976e-29,up_with_progression,0.37647739697662225,False
SAR1B,0.3425742001608349,4.780177244261594e-25,0.410200839715131,6.6418007512797146e-18,up_with_progression,0.3763875199379829,False
ID1,-0.2648544533693382,6.784360308730729e-15,-0.48710910462434637,5.222436180816098e-26,down_with_progression,0.37598177899684226,False
SELENOM,0.3819542364566611,1.7221330104271753e-31,0.3698886911976713,1.953439948375172e-14,up_with_progression,0.3759214638271662,False
NASP,-0.31988246670693643,8.9456992584116e-22,-0.42835592400213274,1.277287872040323e-19,down_with_progression,0.3741191953545346,False
CRELD2,0.3864722447040959,2.7370850431648715e-32,0.36047775735436155,1.0398231762136281e-13,up_with_progression,0.3734750010292287,False
PGM3,0.40426916793990125,1.5058351097702822e-35,0.34267587988658427,2.185693024082758e-12,up_with_progression,0.37347252391324276,False
RAB5A,0.2103917496340065,1.333939039854681e-09,0.5363225721884959,2.341741258990544e-32,up_with_progression,0.3733571609112512,False
HAX1,0.42170171583149646,5.4749115275726943e-39,0.32166459791732716,6.331721686064914e-11,up_with_progression,0.3716831568744118,False
TPM3,-0.33837419770979105,1.9803046617592576e-24,-0.40191567289072455,3.775441206955173e-17,down_with_progression,0.3701449353002578,False
PON2,-0.34116793738512785,7.762289694016565e-25,-0.3967939999207434,1.1046508573820374e-16,down_with_progression,0.3689809686529356,False
PSPH,0.3181978208038368,1.5432010320793362e-21,0.41864995875123884,1.0753537076379291e-18,up_with_progression,0.3684238897775378,False
NOP56,-0.3426263837160445,4.716251402304493e-25,-0.39353231865871363,2.0936738904654424e-16,down_with_progression,0.36807935118737906,False
DCTPP1,-0.32097017244619663,6.3307608460456395e-22,-0.4148609879622365,2.433495230345974e-18,down_with_progression,0.36791558020421655,False
GORASP2,0.31256717441745707,9.316223411339917e-21,0.42240748155630736,4.74264258537917e-19,up_with_progression,0.3674873279868822,False
SLC25A1,-0.4499400755729182,5.964504937439666e-45,-0.2827785349253343,1.5201086878346398e-08,down_with_progression,0.36635930524912624,False
SNHG5,0.38054756779264215,3.0576926527658735e-31,0.35182042086798815,4.656860125318025e-13,up_with_progression,0.3661839943303151,False
GOLGB1,0.47542171637008224,7.648675800695765e-51,0.2532796298530293,5.639204271844073e-07,up_with_progression,0.3643506731115558,False
SGK1,-0.35189484691293677,1.7412549849771562e-26,-0.37558318620406683,6.654848076206631e-15,down_with_progression,0.3637390165585018,False
YPEL5,0.2791591185875502,1.5802282927025252e-16,0.44699693139574603,1.652635001650823e-21,up_with_progression,0.3630780249916481,False
PXMP2,-0.28850105865746833,1.191282360240856e-17,-0.4351841459503079,2.762329712936354e-20,down_with_progression,0.3618426023038881,False
YARS1,0.26762975309029896,3.350378460999461e-15,0.454368078069436,2.7195926195152834e-22,up_with_progression,0.3609989155798675,False
RBCK1,0.3409460774259338,8.361538098997128e-25,0.3790141228198431,3.508474911172426e-15,up_with_progression,0.35998010012288845,False
EDEM1,0.4965825583067005,3.893830113853962e-56,0.22255510659441913,1.4784533248527059e-05,up_with_progression,0.3595688324505598,False
LARP6,0.3291719325702897,4.367664388809417e-23,0.38938896457662764,4.7627628740258e-16,up_with_progression,0.35928044857345864,False
ARFGAP3,0.37040252973392973,1.7598532426904746e-29,0.3480551541247572,8.88082712556046e-13,up_with_progression,0.35922884192934346,False
GMPPB,0.3350549594685001,6.121345001612554e-24,0.38220703991261956,1.906952072385269e-15,up_with_progression,0.35863099969055984,False
DHRS3,0.2759314002881595,3.8031740601729383e-16,0.44083712122808316,7.304012190235853e-21,up_with_progression,0.35838426075812135,True
HNRNPA1,-0.20202080982200754,6.653077877896474e-09,-0.5131744628297249,3.074032376040579e-29,down_with_progression,0.3575976363258662,False
TSPYL2,0.3699698756359422,2.0749849279951634e-29,0.3450290175127059,1.488562983198445e-12,up_with_progression,0.3574994465743241,True
MAGT1,0.3613648341442748,5.291143741327761e-28,0.35081783202106354,5.537485731670894e-13,up_with_progression,0.35609133308266916,False
SNHG8,0.367386593486767,5.563319784805633e-29,0.3443384939649399,1.6688061571707833e-12,up_with_progression,0.35586254372585346,False
AGT,-0.3627837559743859,3.117282667611765e-28,-0.348815591716735,7.796834032812562e-13,down_with_progression,0.35579967384556044,False
HID1,0.43720707703935685,3.475442997357504e-42,0.27300134040381463,5.299459323218007e-08,up_with_progression,0.35510420872158577,False
EIF5,0.2833102567485875,5.089336468492122e-17,0.42499867635926436,2.720373355188694e-19,up_with_progression,0.3541544665539259,False
SYVN1,0.3306979182931742,2.652046826069861e-23,0.3770845142528564,5.078073725326845e-15,up_with_progression,0.3538912162730153,False
MED8,0.39106583765903963,4.174168116779812e-33,0.316302368474991,1.411697320885066e-10,up_with_progression,0.3536841030670153,False
MRPS7,-0.23377973242800912,1.0497345556046623e-11,-0.47332998949929406,2.108345265115799e-24,down_with_progression,0.3535548609636516,False
SARAF,0.271187722872951,1.3328564443199977e-15,0.4358910538526308,2.3627757532468475e-20,up_with_progression,0.3535393883627909,False
BLOC1S1,-0.21651826527343088,3.9549948157422013e-10,-0.4900367086922358,2.3397754976510036e-26,down_with_progression,0.35327748698283334,False
EPRS1,0.4507967368709388,3.877172806361243e-45,0.25512288407457195,4.5419444341632595e-07,up_with_progression,0.3529598104727554,False
HSP90AA1,-0.21495834424662139,5.405762558600594e-10,-0.49083135749399676,1.8887090733631034e-26,down_with_progression,0.3528948508703091,False
RPN1,0.304298832036727,1.1971249121825205e-19,0.4012917947014228,4.2895157557425463e-17,up_with_progression,0.3527953133690749,False
KLHL24,0.2930820476811183,3.27293749761587e-18,0.4124643635880529,4.1026829538111104e-18,up_with_progression,0.3527732056345856,False
CDCA7,-0.3899095830221129,6.718298426637654e-33,-0.3152648056765943,1.6469422812941976e-10,down_with_progression,0.3525871943493536,False
SEC24D,0.3373190739939126,2.8645632712419948e-24,0.364113959076881,5.4679167477836866e-14,up_with_progression,0.3507165165353968,False
CNOT10,0.2424279451683085,1.5049051174216811e-12,0.45875175381746364,9.16123822069796e-23,up_with_progression,0.3505898494928861,False
SLC40A1,-0.2757796056758163,3.9282086330502534e-16,-0.42312013732422854,4.0390575386817724e-19,down_with_progression,0.3494498715000224,False
RAN,-0.27114036318124596,1.3470373037471238e-15,-0.424425010538522,3.07038377287304e-19,down_with_progression,0.347782686859884,False
YWHAH,-0.2615328112036469,1.5744092619652468e-14,-0.4338981543166446,3.7098100533843734e-20,down_with_progression,0.34771548276014574,False
ISL2,0.2657215940366165,5.442652423284196e-15,0.42856587489892806,1.2261139983152759e-19,up_with_progression,0.34714373446777225,False
ARMCX3,0.3335316943782711,1.023823165632565e-23,0.36038636114141237,1.0553955598018175e-13,up_with_progression,0.3469590277598418,True
SRSF2,-0.28023173292137077,1.178352134396771e-16,-0.4106511554106036,6.053564795623567e-18,down_with_progression,0.3454414441659872,False
THAP9-AS1,0.29337153457054,3.0106631712697526e-18,0.3973544762400557,9.841740349406269e-17,up_with_progression,0.34536300540529785,False
CENPV,-0.2579600292997514,3.7941875144316414e-14,-0.4324404698192025,5.2082479349294923e-20,down_with_progression,0.3452002495594769,False
EPB41L4A-AS1,0.36495779139143664,1.3930707303020141e-28,0.3246145666472813,4.0051987111854106e-11,up_with_progression,0.34478617901935893,False
KLHDC2,0.22763631003566914,3.994264926563653e-11,0.46074615657150997,5.543426040538703e-23,up_with_progression,0.3441912333035896,False
GLRX,0.3885241311529116,1.1898745788069673e-32,0.29588370078587084,2.604269261164261e-09,up_with_progression,0.34220391596939126,False
TNFRSF10B,0.25757914526540976,4.161543822546536e-14,0.4248004995448317,2.8254053022731217e-19,up_with_progression,0.34118982240512075,False
ENO1,-0.3393895849022664,1.400429956421042e-24,-0.34245982269571806,2.261654061430876e-12,down_with_progression,0.3409247037989922,False
VDAC3,-0.3443243955282173,2.607101200233314e-25,-0.3362361464734645,6.296351633873068e-12,down_with_progression,0.3402802710008409,False
MRPL20,-0.20711799797247382,2.5201488474401426e-09,-0.47197024913678415,2.9965679151992197e-24,down_with_progression,0.339544123554629,False
CEP57,0.3190203504121464,1.1808802760078968e-21,0.3565025220080595,2.0854933643753634e-13,up_with_progression,0.3377614362101029,False
MCM10,-0.3562007132751586,3.577190971340614e-27,-0.3171182210814395,1.2505119881945418e-10,down_with_progression,0.3366594671782991,False
SLC33A1,0.30697980034985156,5.342408254939512e-20,0.36298857654292294,6.654953120107881e-14,up_with_progression,0.3349841884463872,False
SNRNP25,-0.31170121507782345,1.2221619178391284e-20,-0.356723155956941,2.006697291381799e-13,down_with_progression,0.3342121855173822,False
CALM1,-0.28337165458769964,5.0275429618282347e-17,-0.3846737385854012,1.1872994814193366e-15,down_with_progression,0.3340226965865504,False
MANF,0.46597239018038783,1.3530891881863014e-48,0.20165149456210035,0.00010463824704144574,up_with_progression,0.3338119423712441,False
DNAJC9,-0.2901826288646744,7.496124243202571e-18,-0.376716028046921,5.433370699120269e-15,down_with_progression,0.33344932845579767,False
ALDOA,-0.34521474791668333,1.9070323787144374e-25,-0.32163896335780773,6.348334572453008e-11,down_with_progression,0.3334268556372455,False
SMIM14,0.4097658362284834,1.3251535709712118e-36,0.25612982577050275,4.0500142021821724e-07,up_with_progression,0.3329478309994931,False
PSMB5,-0.21321399460212936,7.656068153536754e-10,-0.4521545463076547,4.5896589021128295e-22,down_with_progression,0.332684270454892,False
FBXO16,0.34817601430167755,6.670799803981536e-26,0.3169358583622142,1.2836639688850528e-10,up_with_progression,0.3325559363319459,False
PSMB1,-0.3467878618565592,1.1042399382377857e-25,-0.31825816038668153,1.054482556778142e-10,down_with_progression,0.33252301112162036,False
PGAM1,-0.3667002095734403,7.134750168391753e-29,-0.2978058514419581,1.9884523860357913e-09,down_with_progression,0.33225303050769917,False
CENPN,-0.23388809754451223,1.0266714282323068e-11,-0.42963371392562794,9.614085082710153e-20,down_with_progression,0.3317609057350701,False
NUDT1,-0.2601046482346829,2.2595064573769862e-14,-0.4032336012074319,2.89774762009877e-17,down_with_progression,0.33166912472105736,False
SRSF7,-0.35061606273375057,2.7698240893283424e-26,-0.31133165087191783,2.912183635825474e-10,down_with_progression,0.3309738568028342,False
DHCR24,-0.295257822435938,1.762362654979809e-18,-0.3658948668718491,4.020159806492007e-14,down_with_progression,0.3305763446538935,False
SBDSP1,0.29411614927465135,2.4308022675591754e-18,0.3669553667081491,3.323630960893949e-14,up_with_progression,0.3305357579914002,False
C1QBP,-0.2542073379644096,9.395255696494722e-14,-0.4067696284296842,1.3842668395064636e-17,down_with_progression,0.33048848319704693,False
RNF114,0.2325490087009667,1.3835146296976612e-11,0.4283678004090125,1.277287872040323e-19,up_with_progression,0.3304584045549896,False
ARL1,0.42686039414303967,4.916534170492573e-40,0.2329436712288274,5.156127304262248e-06,up_with_progression,0.32990203268593354,False
ADM2,0.30248210227749933,2.0508823140842148e-19,0.35547535601937896,2.4820378576555044e-13,up_with_progression,0.3289787291484392,False
COPA,0.2637445713690028,9.012497897213796e-15,0.3937616311564704,2.0016637197935633e-16,up_with_progression,0.3287531012627366,False
UFD1,-0.21070204805830434,1.257578638991092e-09,-0.4456442270789708,2.3049075744084215e-21,down_with_progression,0.32817313756863753,False
DAB2,0.23936745038250223,3.0072640906462632e-12,0.4164285973488189,1.7278290093679313e-18,up_with_progression,0.3278980238656606,False
